acc_x,acc_z,resp,pzt,eda,emg
440,499,615,514,8,33
446,492,618,515,8,33
447,479,621,513,8,33
442,465,623,512,8,33
427,455,626,511,8,32
408,454,628,510,8,33
397,452,630,509,8,33
397,452,632,510,8,33
400,449,633,510,8,33
408,447,634,511,8,33
419,451,635,512,8,33
432,452,635,515,8,33
443,451,635,519,8,33
449,445,635,525,8,33
450,440,635,531,8,33
445,444,634,537,8,33
435,453,634,542,8,33
439,455,634,549,8,33
441,454,633,555,8,33
438,448,634,562,8,33
433,441,633,567,8,33
432,437,632,571,8,33
427,436,632,572,8,33
423,439,631,572,8,33
419,432,629,573,8,33
415,418,628,573,8,33
411,409,627,571,8,33
416,418,626,572,8,33
432,440,625,571,8,33
445,460,624,568,8,33
447,467,624,566,8,33
443,463,623,564,8,33
444,457,623,563,8,33
449,461,623,562,8,34
455,471,623,559,8,32
451,478,624,557,8,33
443,483,624,556,8,33
436,485,624,558,8,33
436,488,624,560,8,33
438,491,625,560,8,33
438,485,625,560,8,33
432,477,626,560,8,33
426,472,627,559,8,30
423,472,627,560,8,33
420,474,628,558,8,33
418,472,627,557,8,33
414,467,627,556,8,33
409,460,627,557,8,33
399,453,626,558,8,33
392,441,625,559,8,33
392,432,625,558,8,33
399,435,624,557,8,33
406,447,625,557,8,32
408,460,624,557,8,33
411,470,624,556,8,32
419,474,624,555,8,33
432,477,623,554,8,33
445,480,623,554,8,33
448,479,622,553,8,33
440,479,623,554,8,33
431,481,623,553,8,33
432,475,623,552,8,33
439,457,624,552,8,33
435,432,624,552,8,33
413,427,624,553,8,33
391,441,623,552,8,32
385,460,623,550,8,33
399,467,622,547,8,33
417,466,622,544,8,33
438,461,622,542,8,33
451,457,621,539,8,33
449,459,620,539,8,33
436,465,618,539,8,32
430,472,616,538,8,33
431,471,614,537,8,33
433,462,612,536,8,36
433,453,611,535,8,32
428,448,610,533,8,33
419,451,609,531,8,33
409,460,608,532,8,32
398,471,608,533,8,33
396,475,608,537,8,32
407,473,607,540,8,33
427,470,607,542,8,33
439,469,606,544,8,37
441,472,606,545,8,30
434,476,607,543,8,32
424,481,608,542,8,34
420,476,608,539,8,34
427,464,610,536,8,33
429,455,610,535,8,33
429,457,611,532,8,33
422,466,611,529,8,33
414,475,612,528,8,33
411,476,612,527,8,31
413,468,614,526,8,33
417,457,616,526,8,33
421,454,617,526,8,33
422,463,619,526,8,34
422,476,621,527,8,33
421,486,624,525,8,33
424,488,627,524,8,33
425,484,630,522,8,33
426,476,632,521,8,32
419,470,633,520,8,34
412,465,635,520,8,33
411,464,636,519,8,33
418,465,638,519,8,33
423,470,639,519,8,33
427,475,639,519,8,33
428,482,638,518,8,32
426,483,636,518,8,33
422,481,633,517,8,35
420,476,632,518,8,33
420,469,629,518,8,33
422,465,625,518,8,33
420,466,622,519,8,33
420,467,618,522,8,33
426,471,612,524,8,33
431,475,608,529,8,33
430,478,601,537,8,33
422,480,595,543,8,32
410,481,588,551,8,33
403,479,580,560,8,33
408,477,572,568,8,35
419,475,563,575,8,32
426,473,553,579,8,33
424,478,544,584,8,33
415,486,534,588,8,33
409,494,522,591,8,33
415,490,510,593,8,33
428,476,498,593,8,33
432,460,487,593,8,33
429,450,474,592,8,33
420,454,463,592,8,33
413,470,452,591,8,33
412,487,443,590,8,33
418,494,433,587,8,33
427,487,424,583,8,33
431,472,416,581,8,33
427,464,410,579,8,33
417,463,404,577,8,33
409,472,399,576,8,33
405,480,396,577,8,33
401,487,393,577,8,33
403,491,391,579,8,33
406,485,390,579,8,33
412,472,390,578,8,33
411,466,390,576,8,33
407,472,391,575,8,34
417,484,391,574,8,33
431,494,393,572,8,33
439,500,395,572,8,33
449,500,397,571,8,33
457,498,400,569,8,33
461,499,402,570,8,33
456,498,404,570,8,33
446,492,407,571,8,33
431,480,408,572,8,33
410,471,411,572,8,33
386,463,413,571,8,32
365,457,415,570,8,33
352,457,417,567,8,33
348,455,421,567,8,33
363,455,422,566,8,33
388,456,423,564,8,33
409,459,424,564,8,33
418,472,423,564,8,32
419,487,422,564,8,32
427,494,420,561,8,33
442,496,419,557,8,33
459,493,417,555,8,33
466,493,416,551,8,33
459,492,414,550,8,33
441,492,413,546,8,33
424,492,411,544,8,33
413,492,409,542,8,33
407,489,406,542,8,33
406,487,403,542,8,32
410,485,399,542,8,33
408,483,396,544,8,32
402,483,392,545,8,33
396,488,389,544,8,33
390,492,386,544,8,33
387,491,384,543,8,33
383,494,382,543,8,33
405,494,380,543,8,33
421,475,378,543,8,33
433,470,377,543,8,33
440,486,375,543,8,33
426,499,374,542,8,33
414,505,372,542,8,33
412,505,371,540,8,33
415,495,370,539,8,33
420,487,368,535,8,33
422,489,366,533,8,33
417,494,365,531,8,33
415,501,363,529,8,33
415,501,361,526,8,32
418,499,359,528,8,33
417,495,357,529,8,33
412,493,355,530,8,33
404,496,353,529,8,33
399,499,351,529,8,34
397,502,350,530,8,33
401,502,348,528,8,33
408,499,346,526,8,33
412,490,346,524,8,33
414,485,345,524,8,32
411,486,345,524,8,32
406,492,345,525,8,33
406,497,347,526,8,33
408,502,350,525,8,33
414,501,354,526,8,33
418,495,358,525,8,33
418,487,363,524,8,32
410,484,367,523,8,33
403,486,369,523,8,34
399,491,370,523,8,33
405,495,370,525,8,33
410,494,368,525,8,33
413,494,363,527,8,34
410,496,358,531,8,33
408,499,351,536,8,33
406,498,344,546,8,33
406,499,338,557,8,33
409,498,333,567,8,32
412,495,331,578,8,33
414,491,327,585,8,33
415,487,326,590,8,33
413,483,326,593,8,33
412,479,326,594,8,33
409,476,327,595,8,32
411,477,327,593,8,33
412,483,327,591,8,33
420,487,327,588,8,33
427,489,327,583,8,33
432,488,327,579,8,33
432,489,327,575,8,33
429,491,329,572,8,33
417,490,328,570,8,33
402,489,330,569,8,33
391,492,331,569,8,33
389,495,331,570,8,33
395,497,332,572,8,33
407,499,332,572,8,33
417,497,332,572,8,33
424,492,332,573,8,33
424,490,331,577,8,33
422,496,330,583,8,33
421,507,329,589,8,33
421,517,328,595,8,33
420,519,326,600,8,33
418,508,325,606,8,33
415,500,324,608,8,33
416,502,326,610,8,33
412,509,329,608,8,33
409,515,333,606,8,33
412,521,335,604,8,33
423,525,337,601,8,33
426,524,339,599,8,33
426,521,340,596,8,33
424,520,343,595,8,33
424,521,344,594,8,33
425,526,346,590,8,33
429,531,350,587,8,33
433,534,354,582,8,33
432,532,358,577,8,33
427,530,364,571,8,33
423,532,369,565,8,33
421,540,376,559,8,32
413,545,382,553,8,33
405,549,388,548,8,32
399,547,395,543,8,33
401,542,400,536,8,33
409,536,406,528,8,33
417,528,412,522,8,33
423,523,417,518,8,33
428,522,423,515,8,33
434,525,427,512,8,33
437,529,432,508,8,33
440,535,436,505,8,33
440,539,440,502,8,33
436,542,443,498,8,33
424,543,446,495,8,33
412,549,449,491,8,33
403,556,452,486,8,33
403,560,454,483,8,33
411,568,456,481,8,32
422,572,457,481,8,33
427,575,459,481,8,33
429,578,459,481,8,33
424,578,460,482,8,33
419,577,460,482,8,33
419,576,459,482,8,32
423,573,459,485,8,33
426,572,458,487,8,33
430,570,457,490,8,33
432,571,455,490,8,33
432,572,454,491,8,33
434,573,453,490,8,33
440,572,450,492,8,33
448,573,448,492,8,33
458,578,446,493,8,33
463,580,444,492,8,33
465,580,440,492,8,33
469,587,437,491,8,32
469,592,433,490,8,33
460,593,430,487,8,33
454,588,427,487,8,33
455,580,423,485,8,33
452,570,421,485,8,33
452,562,418,484,8,33
457,557,415,483,8,33
463,560,414,482,8,33
463,565,412,480,8,33
465,573,410,476,8,33
467,582,408,475,8,33
466,587,408,474,8,33
470,592,407,472,8,33
476,595,406,472,8,33
480,593,406,470,8,33
481,587,406,470,8,33
472,576,405,470,8,33
458,567,404,471,8,33
449,560,404,473,8,33
445,557,404,476,8,33
448,562,404,481,8,33
452,567,403,486,8,33
456,570,403,491,8,33
444,584,403,497,8,33
428,601,403,503,8,33
431,611,402,508,8,33
415,587,401,510,8,33
418,583,401,510,8,33
413,570,400,512,8,33
427,573,399,510,8,33
436,580,398,509,8,33
440,595,396,505,8,33
441,601,394,501,8,33
437,592,394,498,8,33
430,590,395,493,8,33
415,594,397,488,8,33
415,591,399,483,8,33
435,584,399,482,8,33
458,583,399,481,8,33
466,590,398,481,8,33
460,594,397,480,8,33
447,593,396,480,8,33
440,591,396,480,8,33
439,593,396,480,8,33
444,596,396,480,8,33
449,597,398,479,8,32
456,594,400,479,8,33
462,582,403,478,8,33
470,564,405,478,8,33
464,543,407,477,8,33
473,563,409,476,8,33
477,591,412,475,8,33
468,599,414,474,8,33
466,593,417,474,8,33
469,588,419,476,8,33
467,601,421,476,8,33
462,604,422,475,8,33
467,588,424,473,8,33
478,576,425,472,8,33
480,577,426,471,8,33
483,583,427,470,8,33
481,583,428,469,8,33
476,575,429,467,8,33
477,577,430,466,8,33
480,584,431,465,8,33
481,586,431,463,8,33
476,581,432,463,8,33
473,579,432,463,8,33
520,594,432,461,8,33
489,587,433,460,8,33
492,590,432,459,8,33
510,620,432,460,8,32
496,563,432,460,8,33
505,589,432,459,8,33
521,633,432,461,8,33
500,614,432,461,8,33
494,608,432,462,8,33
508,622,432,460,8,33
503,601,432,460,8,33
503,594,431,462,8,33
508,623,430,463,8,33
506,605,429,463,8,33
498,607,427,463,8,33
490,609,425,462,8,33
494,606,423,463,8,33
512,622,422,463,8,32
527,613,420,463,8,33
531,594,419,463,8,33
523,615,419,463,8,33
508,614,417,462,8,33
511,612,417,462,8,33
508,609,416,462,8,33
510,612,415,461,8,33
510,611,415,461,8,33
505,614,415,461,8,33
515,628,414,461,8,33
511,614,415,461,8,33
510,613,414,460,8,33
510,613,415,460,8,33
510,614,416,462,8,33
511,614,415,461,8,33
510,614,416,460,8,33
510,613,416,460,8,33
511,614,417,460,8,33
511,612,417,460,8,33
510,613,418,459,8,32
510,612,418,460,8,33
510,613,419,462,8,32
510,612,420,467,8,33
510,614,421,471,8,33
508,614,422,476,8,33
508,612,423,483,8,32
508,612,423,487,8,33
511,615,424,490,8,32
509,615,426,495,8,33
509,613,426,496,8,33
509,612,426,497,8,33
511,613,428,497,8,33
513,615,428,498,8,33
511,614,428,496,8,33
512,613,428,494,8,33
510,613,428,492,8,33
509,613,429,490,8,33
508,613,430,486,8,33
513,614,430,482,8,33
512,614,431,478,8,33
511,614,431,475,8,33
509,614,432,471,8,33
511,614,432,471,8,33
510,614,433,471,8,33
510,614,433,470,8,33
510,614,433,469,8,33
511,614,432,469,8,33
510,613,432,467,8,33
511,613,433,468,8,33
510,613,435,469,8,33
511,613,437,471,8,33
510,614,439,473,8,33
509,613,440,476,8,33
510,614,441,478,8,33
510,614,441,481,8,33
510,614,441,483,8,33
510,613,440,486,8,33
510,613,440,487,8,33
511,613,441,487,8,33
510,613,441,487,8,33
510,613,442,487,8,33
510,614,444,485,8,33
511,614,446,484,8,33
510,613,448,484,8,33
509,613,449,483,8,33
510,614,451,482,8,33
510,614,453,481,8,33
510,614,455,480,8,33
510,614,457,477,8,33
510,614,459,473,8,33
511,613,461,470,8,33
510,613,463,470,8,33
510,614,464,471,8,33
511,613,466,472,8,33
511,614,468,475,8,33
511,614,470,476,8,33
510,614,471,477,8,33
510,614,473,478,8,32
511,613,475,479,8,33
511,613,477,479,8,32
510,614,479,479,8,33
510,613,481,480,8,32
511,614,482,480,8,33
510,614,483,481,8,33
510,614,486,481,8,33
510,614,487,480,8,33
511,614,488,480,8,33
510,614,489,477,8,32
510,614,490,476,8,33
510,613,490,476,8,33
511,614,491,477,8,33
510,614,492,477,8,33
509,614,492,477,8,33
510,614,493,477,8,33
511,614,493,478,8,33
509,614,494,478,8,32
510,613,493,479,8,33
510,613,492,478,8,33
510,613,492,479,8,33
509,614,492,481,8,33
510,613,491,483,8,33
510,614,490,482,8,33
511,614,489,485,8,33
509,614,488,488,8,33
510,614,488,490,8,33
510,614,487,491,8,33
511,614,487,494,8,33
510,614,486,494,8,33
510,612,486,494,8,33
510,613,485,494,8,32
511,613,485,492,8,33
511,614,485,492,8,33
510,613,484,490,8,33
510,614,485,487,8,33
510,613,486,486,8,33
510,613,486,485,8,33
510,613,487,485,8,33
511,614,487,484,8,33
511,614,488,484,8,33
510,614,490,484,8,33
510,614,491,484,8,33
510,615,494,487,8,33
511,613,499,491,8,34
511,614,508,492,8,30
510,612,521,493,8,42
511,614,537,494,8,25
511,613,554,495,8,37
510,614,574,496,8,30
511,613,592,497,8,32
510,614,609,496,8,31
511,613,620,496,8,36
509,613,627,493,8,47
509,614,636,493,8,19
511,614,650,490,8,29
511,613,665,489,8,30
511,614,679,488,8,31
510,613,690,489,8,24
510,613,700,489,8,54
511,613,707,491,8,23
510,614,712,491,8,40
511,614,718,490,8,27
510,613,724,489,8,29
510,613,732,488,8,31
510,613,738,486,8,19
510,614,745,483,8,35
509,613,751,484,8,23
511,614,756,483,8,52
510,614,758,485,8,26
510,614,759,486,8,43
511,614,756,489,8,30
512,613,752,491,8,63
510,614,748,493,8,29
510,614,741,494,8,33
510,613,732,493,8,15
511,613,727,494,8,31
510,613,724,492,8,32
510,613,725,491,8,31
510,614,725,491,8,29
511,613,724,491,8,26
510,614,720,491,8,40
510,613,716,491,8,22
510,613,713,491,8,21
510,613,711,492,8,28
510,613,710,491,8,33
510,614,710,491,8,30
510,613,711,491,8,56
511,613,713,491,8,16
510,613,714,490,8,62
510,614,716,490,8,28
510,613,715,488,8,31
511,614,713,487,8,32
511,614,711,485,8,29
510,614,707,486,8,40
510,613,704,483,8,24
511,613,700,482,8,27
510,614,696,482,8,31
509,614,691,481,8,35
510,613,685,482,8,33
511,614,677,482,8,32
510,614,668,482,8,34
510,612,657,485,8,33
510,614,647,488,8,31
511,613,636,493,8,32
510,613,624,497,8,33
510,614,612,499,8,33
510,613,600,502,8,33
511,614,589,505,8,33
510,613,580,506,8,32
510,613,574,508,8,33
510,613,570,509,8,32
511,613,568,509,8,33
510,614,570,508,8,33
510,614,574,507,8,36
510,613,579,506,8,32
511,613,586,507,8,33
510,613,593,507,8,32
510,614,600,507,8,33
511,613,608,504,8,32
511,614,615,503,8,33
510,614,623,501,8,33
511,614,630,499,8,34
510,613,637,496,8,33
511,613,645,496,8,33
510,613,652,495,8,32
510,613,661,496,8,34
510,614,669,497,8,32
510,613,678,498,8,34
510,613,686,499,8,32
510,614,694,501,8,32
510,614,700,502,8,32
511,614,707,502,8,33
510,613,711,502,8,33
510,613,714,502,8,33
511,612,715,502,8,32
511,613,716,504,8,33
510,613,716,504,8,32
510,614,716,505,8,33
510,613,716,504,8,35
511,613,716,503,8,33
510,613,715,502,8,33
510,613,716,501,8,33
509,614,717,499,8,32
511,613,718,498,8,33
511,614,719,497,8,32
510,614,721,497,8,33
510,613,722,497,8,32
511,613,723,498,8,34
511,614,724,497,8,33
510,614,724,496,8,33
509,614,724,494,8,32
511,614,723,493,8,33
510,613,720,494,8,33
510,612,720,495,8,33
510,613,719,496,8,33
511,614,720,496,8,33
510,614,721,495,8,33
510,613,723,494,8,33
510,613,726,492,8,32
510,614,728,491,8,34
510,613,731,490,8,33
511,613,733,491,8,33
510,614,736,492,8,33
511,614,738,494,8,32
510,614,740,495,8,32
510,612,742,496,8,33
510,613,743,497,8,33
511,614,744,494,8,33
510,613,745,491,8,33
510,613,744,490,8,33
510,613,743,489,8,33
509,614,741,490,8,33
510,613,740,490,8,33
510,614,739,490,8,33
510,613,739,491,8,33
511,613,740,493,8,33
510,613,740,494,8,33
511,613,740,494,8,33
510,614,738,496,8,33
511,613,735,497,8,33
510,613,732,497,8,33
510,613,729,499,8,33
510,613,724,497,8,32
511,614,721,497,8,33
511,614,717,496,8,33
510,614,712,496,8,33
511,614,708,495,8,33
511,612,704,495,8,33
510,613,699,499,8,33
510,613,696,502,8,33
511,614,691,507,8,33
511,614,686,510,8,33
510,613,682,513,8,33
510,614,678,515,8,33
510,613,673,518,8,32
510,614,670,519,8,33
510,614,667,517,8,33
510,613,663,516,8,33
510,614,659,513,8,33
511,614,655,510,8,33
510,613,651,506,8,32
510,613,648,506,8,33
510,614,644,506,8,33
511,613,640,505,8,33
510,614,636,504,8,33
510,614,632,504,8,33
511,614,627,505,8,33
511,613,622,504,8,33
510,614,617,504,8,33
510,614,612,505,8,33
510,613,608,504,8,33
510,614,603,503,8,33
510,613,599,502,8,33
510,613,595,503,8,33
511,614,591,504,8,33
510,612,587,504,8,33
510,613,584,504,8,33
510,614,581,505,8,33
510,614,579,507,8,33
511,614,576,507,8,33
510,614,574,507,8,33
510,614,572,508,8,33
510,614,569,507,8,33
511,613,566,505,8,33
510,614,562,505,8,32
510,613,559,505,8,33
510,613,556,504,8,33
511,614,553,504,8,33
510,613,550,505,8,32
510,614,548,505,8,33
510,614,545,503,8,33
511,614,543,503,8,33
510,614,542,502,8,33
510,614,540,501,8,33
510,614,539,499,8,33
511,613,537,500,8,33
510,613,536,500,8,33
510,614,536,500,8,33
510,614,535,502,8,33
511,613,534,501,8,33
510,614,534,502,8,33
510,613,533,503,8,33
510,614,533,502,8,33
511,614,533,502,8,33
510,614,533,501,8,33
510,614,533,498,8,33
510,614,533,495,8,33
511,614,534,494,8,33
510,613,534,494,8,33
509,612,534,493,8,33
510,613,534,493,8,33
511,613,534,492,8,33
510,614,534,492,8,33
510,614,534,494,8,33
511,614,534,494,8,33
510,614,534,495,8,33
510,614,534,495,8,33
510,614,534,496,8,33
510,614,534,495,8,33
510,614,534,496,8,33
511,614,533,496,8,33
511,613,533,497,8,33
510,614,534,498,8,33
511,613,536,498,8,33
510,614,539,496,8,33
510,614,540,495,8,33
510,614,542,494,8,33
510,614,543,494,8,33
510,614,543,492,8,33
510,613,543,490,8,33
510,613,543,489,8,33
511,614,542,491,8,33
510,614,542,490,8,33
510,614,542,490,8,33
510,615,543,488,8,33
511,614,544,488,8,33
510,614,545,487,8,33
510,613,547,487,8,33
510,613,548,487,8,33
511,613,550,489,8,33
510,614,551,489,8,33
510,613,553,491,8,33
510,614,555,494,8,33
511,613,556,499,8,33
510,613,558,502,8,33
510,613,560,506,8,33
510,614,561,510,8,33
511,613,562,513,8,33
510,614,564,514,8,33
510,612,565,515,8,33
510,613,566,515,8,33
511,614,568,512,8,33
495,630,569,508,8,33
512,633,570,507,8,33
518,604,571,505,8,33
513,611,572,505,8,33
511,615,572,504,8,33
510,610,573,504,8,33
510,613,573,504,8,32
511,614,574,505,8,33
510,614,574,505,8,33
510,612,574,505,8,33
510,613,574,506,8,33
510,614,573,508,8,33
510,614,573,507,8,33
510,613,572,504,8,33
510,614,572,501,8,33
511,615,572,501,8,33
510,613,571,500,8,33
510,613,571,500,8,33
510,614,570,501,8,33
511,614,569,502,8,33
510,614,568,502,8,33
510,614,567,501,8,33
510,614,566,501,8,33
511,613,564,502,8,33
510,612,563,501,8,33
510,614,562,500,8,33
510,614,561,501,8,33
511,614,561,502,8,33
510,614,560,501,8,33
510,614,560,501,8,33
510,613,560,499,8,33
511,612,560,497,8,33
510,613,561,496,8,32
510,614,563,496,8,34
511,614,565,496,8,40
511,614,568,497,8,29
510,614,574,497,8,32
510,614,585,498,8,63
510,614,600,498,8,27
511,614,628,499,8,37
510,613,656,499,8,39
510,614,683,498,8,30
501,613,706,496,8,26
497,616,727,496,8,21
489,614,745,495,8,28
486,614,762,495,8,29
488,613,777,495,8,30
497,613,790,495,8,33
508,612,799,492,8,0
520,608,803,491,8,33
536,616,806,489,8,26
536,619,807,491,8,4
525,612,807,491,8,27
523,609,805,492,8,11
524,615,798,493,8,36
511,615,785,492,8,24
510,610,767,493,8,44
510,613,746,494,8,28
511,616,723,494,8,29
511,614,700,495,8,29
510,612,674,495,8,26
510,614,647,496,8,51
510,614,619,496,8,19
511,613,589,495,8,33
510,613,558,495,8,12
510,614,525,495,8,20
510,614,493,494,8,19
510,613,463,493,8,27
510,614,435,491,8,32
510,613,408,491,8,34
510,613,381,491,8,30
511,614,356,491,8,43
511,614,333,489,8,23
510,614,312,491,8,48
510,613,293,491,8,15
510,613,274,490,8,20
510,614,257,488,9,26
510,613,240,488,9,54
510,614,226,489,8,33
511,614,212,489,9,33
510,613,197,489,9,46
510,613,187,488,9,18
510,614,177,489,9,27
511,615,167,491,9,47
510,614,161,490,9,28
510,614,153,493,9,40
510,614,147,497,9,9
512,613,144,500,9,36
510,613,141,504,9,56
510,614,137,507,9,33
510,614,132,507,9,28
510,613,127,508,9,54
510,614,125,510,9,33
510,615,120,512,9,34
511,614,112,511,9,33
510,613,107,511,9,39
510,614,100,509,9,31
509,614,92,508,9,23
510,613,87,506,9,40
511,613,82,504,9,26
510,614,78,501,9,51
510,614,71,501,9,22
510,613,68,501,9,32
511,614,64,501,9,29
510,614,61,501,9,27
509,613,59,502,9,50
510,614,56,500,9,57
511,614,57,500,9,35
510,613,56,499,9,30
510,614,54,499,9,33
510,613,51,496,9,34
511,614,49,497,9,33
510,613,48,495,9,33
510,614,48,494,9,33
510,613,48,495,9,33
512,614,45,494,9,34
510,614,44,495,9,26
510,613,42,495,9,44
509,614,38,497,9,29
510,615,37,499,9,32
510,614,38,499,9,33
510,614,44,499,9,33
510,612,49,499,9,33
510,612,58,500,9,33
510,615,71,501,9,32
511,615,86,501,9,33
511,613,98,500,9,33
511,612,114,498,9,33
510,612,127,496,9,33
510,614,140,494,9,33
510,615,150,492,9,33
511,614,164,490,9,33
509,612,177,489,9,33
509,613,190,489,9,33
510,613,204,488,9,32
511,613,216,488,9,33
510,613,231,487,9,33
510,613,242,487,9,33
510,613,254,486,9,33
511,613,262,488,9,32
510,614,270,489,9,33
510,614,278,490,9,33
510,614,284,491,9,31
511,614,291,492,9,32
510,614,298,492,9,33
510,614,307,491,9,33
510,614,312,488,9,32
511,613,319,488,9,33
510,614,324,487,9,33
510,613,329,484,9,33
510,613,336,482,9,33
511,614,338,483,9,33
510,614,343,483,9,33
510,613,348,483,9,33
510,614,353,483,9,33
511,613,358,483,9,33
510,614,363,486,9,33
510,614,368,487,9,33
510,614,374,486,9,33
511,613,378,484,9,33
510,613,383,483,9,33
510,614,387,482,9,33
510,613,391,484,9,33
510,614,396,486,9,33
510,614,399,486,9,33
510,614,402,487,9,33
510,613,405,487,9,33
511,613,408,490,9,33
510,613,411,489,9,33
510,614,414,487,9,33
510,614,415,485,9,33
511,613,418,485,9,33
511,614,420,484,9,33
510,613,423,483,9,33
510,614,423,483,9,33
511,613,425,483,9,33
509,614,427,484,9,33
510,613,427,487,9,33
510,613,428,490,9,33
511,614,429,494,9,33
510,614,430,497,9,33
509,613,431,500,9,33
510,614,432,502,9,33
511,614,434,504,9,33
510,614,435,507,9,33
510,613,436,508,9,33
510,613,436,508,9,33
510,614,438,510,9,33
510,614,438,509,9,33
510,614,439,508,9,33
510,614,438,506,9,33
511,614,438,504,9,33
510,613,439,500,9,33
510,613,438,498,9,33
511,614,437,496,9,32
511,614,437,495,9,33
510,613,437,492,9,33
510,614,437,489,9,32
510,614,436,488,9,33
511,613,435,488,9,33
510,613,435,488,9,32
510,613,433,488,9,33
510,614,432,487,9,33
511,614,432,488,9,33
510,613,431,487,9,33
510,614,431,489,9,33
510,614,429,489,9,33
510,613,429,491,9,33
510,613,428,493,9,33
510,614,428,494,9,33
511,614,428,494,9,33
511,614,427,493,9,33
510,614,428,491,9,33
510,614,427,489,9,33
510,617,427,489,9,33
510,610,426,490,9,33
508,605,425,488,9,33
511,623,424,488,9,33
502,619,424,488,9,33
524,623,425,489,9,33
511,610,426,489,9,33
511,620,428,489,9,33
510,612,428,489,9,33
511,612,429,488,9,33
510,615,429,487,9,33
510,613,428,487,9,33
511,614,428,485,9,33
511,614,428,484,9,33
510,615,428,483,9,33
510,614,427,482,9,33
510,614,428,482,9,33
511,614,427,484,9,33
510,613,427,485,9,33
510,614,427,487,9,33
510,614,427,488,9,33
511,614,427,489,9,33
510,614,427,489,9,33
510,614,426,489,9,33
510,613,426,488,9,33
511,614,426,487,9,33
510,614,426,486,9,33
510,614,426,486,9,33
510,614,426,485,9,33
511,614,427,485,9,33
510,614,429,485,9,33
510,613,425,486,9,33
510,614,415,486,9,33
511,614,403,486,9,33
510,613,393,486,9,33
510,614,391,486,9,33
510,613,386,485,9,33
510,614,379,485,9,33
510,613,372,487,9,33
510,613,363,489,9,33
510,613,354,490,9,33
511,613,342,492,9,33
510,613,333,491,9,33
509,614,320,493,9,33
510,614,307,493,9,33
511,613,296,494,9,33
510,613,282,491,9,33
510,613,267,490,9,33
510,614,256,488,9,33
510,614,241,487,9,33
511,614,229,487,9,33
513,612,216,486,9,33
510,606,201,486,9,33
511,611,192,486,9,33
510,616,178,484,9,33
511,615,167,482,9,33
511,613,154,481,9,33
511,612,145,482,9,33
510,613,135,484,9,33
510,615,124,486,9,33
510,613,118,489,9,33
512,611,108,493,9,33
509,613,102,497,9,33
510,613,94,499,9,33
511,615,90,500,9,33
511,615,86,503,9,33
511,615,80,504,9,33
509,608,75,505,9,33
510,612,71,505,9,33
511,615,68,505,9,33
510,614,64,503,9,33
510,613,61,501,9,33
510,612,58,499,9,33
511,613,54,495,9,33
510,614,55,492,9,33
510,614,54,492,9,33
510,614,60,492,9,33
511,613,65,494,9,33
510,613,79,496,9,33
510,614,95,499,9,33
511,614,116,500,9,33
