index,resp,emg,eda,pzt
860,299,511,546,977
861,299,511,541,977
862,298,506,538,977
863,298,507,536,977
864,299,509,536,977
865,300,510,537,977
866,302,508,538,977
867,305,508,539,977
868,309,507,540,977
869,314,508,542,977
870,318,505,543,977
871,323,509,544,977
872,328,508,546,977
873,334,508,547,977
874,338,508,548,977
875,343,509,549,977
876,347,508,550,977
877,350,511,551,977
878,352,508,552,977
879,353,511,553,835
880,355,507,555,641
881,356,508,556,468
882,358,507,558,324
883,359,509,561,213
884,361,506,566,137
885,363,509,571,95
886,364,506,574,83
887,366,510,577,98
888,367,510,579,131
889,369,508,580,176
890,370,507,580,229
891,371,508,579,282
892,372,509,577,331
893,373,507,575,373
894,373,506,574,406
895,374,510,572,428
896,374,507,570,440
897,375,509,568,441
898,375,508,567,433
899,376,509,567,417
900,377,508,566,396
901,378,510,567,371
902,379,507,567,342
903,380,509,568,313
904,382,507,569,284
905,383,510,570,256
906,384,505,571,232
907,385,509,572,211
908,387,512,574,192
909,388,513,575,177
910,389,508,576,165
911,390,511,577,159
912,391,508,578,154
913,393,509,579,152
914,393,506,579,153
915,393,510,580,156
916,391,505,580,161
917,391,512,580,167
918,391,508,580,175
919,392,507,579,183
920,392,508,579,192
921,391,513,579,202
922,391,506,578,212
923,391,511,577,221
924,393,508,577,230
925,395,508,576,237
926,395,509,576,245
927,395,511,575,251
928,392,508,575,255
929,390,512,574,258
930,386,507,574,260
931,382,508,574,259
932,377,506,573,261
933,373,509,572,267
934,368,509,572,284
935,364,510,572,321
936,361,507,570,382
937,359,512,568,469
938,357,509,564,584
939,356,506,559,722
940,355,508,551,873
941,354,513,543,977
942,353,509,537,977
943,353,511,533,977
944,352,505,531,977
945,353,508,530,977
946,355,505,530,977
947,358,509,531,977
948,361,507,532,977
949,366,510,534,977
950,370,510,535,977
951,375,511,537,977
952,380,508,539,977
953,384,509,540,977
954,387,508,542,977
955,391,508,543,977
956,392,507,545,977
957,394,509,546,861
958,394,505,548,680
959,394,512,551,509
960,394,509,553,358
961,394,506,558,233
962,393,505,562,136
963,392,510,568,74
964,391,503,573,41
965,391,507,577,36
966,390,508,580,52
967,389,509,582,89
968,389,506,583,138
969,390,512,583,196
970,390,508,581,255
971,391,511,579,311
972,392,509,577,361
973,393,512,575,405
974,394,508,572,439
975,395,508,569,463
976,395,509,567,474
977,397,511,565,476
978,397,508,563,467
979,398,510,563,451
980,399,509,562,427
981,399,510,562,401
982,400,507,563,373
983,401,507,563,345
984,403,509,564,318
985,404,509,566,293
986,406,512,567,271
987,408,508,568,250
988,409,509,569,233
989,410,508,571,219
990,412,508,572,208
991,413,507,572,199
992,415,509,574,194
993,417,507,574,190
994,417,505,575,188
995,415,509,575,188
996,415,506,575,188
997,414,510,575,193
998,414,507,575,199
999,413,511,575,205
1000,412,507,575,212
1001,410,509,575,220
1002,409,510,574,227
1003,409,508,574,232
1004,410,506,574,239
1005,411,510,573,245
1006,411,507,573,251
1007,410,506,572,257
1008,408,508,572,261
1009,406,509,572,266
1010,403,511,571,268
1011,399,505,571,271
1012,394,508,570,275
1013,390,508,570,284
1014,385,507,569,303
1015,380,509,568,340
1016,377,506,567,397
1017,375,511,565,479
1018,373,509,561,585
1019,371,508,556,709
1020,370,508,549,847
1021,371,510,542,976
1022,370,512,535,977
1023,371,510,531,977
1024,371,508,528,977
1025,372,508,528,977
1026,374,508,528,977
1027,377,506,529,977
1028,381,507,529,977
1029,385,508,531,977
1030,388,507,532,977
1031,393,509,534,977
1032,397,508,535,977
1033,402,507,537,977
1034,406,507,538,977
1035,409,508,540,977
1036,411,505,541,975
1037,414,510,543,797
1038,415,507,545,629
1039,415,509,548,472
1040,416,508,551,336
1041,417,508,555,224
1042,417,507,560,139
1043,418,508,566,84
1044,419,508,570,57
1045,420,511,574,55
1046,420,508,577,74
1047,421,510,579,110
1048,421,510,579,159
1049,422,510,579,213
1050,422,505,578,271
1051,422,512,576,327
1052,422,510,574,379
1053,422,508,571,423
1054,423,505,568,455
1055,423,511,566,480
1056,423,509,563,492
1057,423,511,562,495
1058,423,508,560,489
1059,424,511,559,476
1060,425,507,559,458
1061,425,511,559,435
1062,426,509,559,410
1063,427,512,559,385
1064,427,507,560,358
1065,428,510,561,332
1066,428,510,562,308
1067,429,508,563,286
1068,429,507,565,267
1069,430,511,566,249
1070,432,508,567,235
1071,432,508,568,224
1072,432,508,569,216
1073,431,510,570,212
1074,429,510,571,209
1075,428,509,572,209
1076,429,510,572,211
1077,429,511,572,213
1078,428,504,572,217
1079,427,512,572,223
1080,426,510,572,230
1081,427,512,572,236
1082,427,508,571,242
1083,428,511,571,247
1084,428,511,571,252
1085,426,511,570,257
1086,423,508,570,261
1087,421,509,570,264
1088,417,508,569,266
1089,413,509,569,267
1090,408,507,568,269
1091,403,510,568,277
1092,399,508,568,295
1093,395,511,567,329
1094,391,506,566,383
1095,388,508,564,460
1096,386,508,561,561
1097,384,509,556,682
1098,383,508,550,816
1099,382,511,543,958
1100,382,508,536,977
1101,382,510,531,977
1102,381,508,529,977
1103,382,511,528,977
1104,384,508,528,977
1105,387,510,529,977
1106,389,507,529,977
1107,393,507,531,977
1108,397,508,532,977
1109,401,510,534,977
1110,406,509,535,977
1111,411,508,537,977
1112,415,507,538,977
1113,420,509,540,977
1114,424,509,540,977
1115,430,512,542,977
1116,436,510,543,906
1117,444,511,545,734
1118,452,507,547,571
1119,462,508,549,426
1120,471,509,552,306
1121,480,510,556,215
1122,488,507,560,153
1123,498,510,565,120
1124,506,508,568,113
1125,515,509,571,127
1126,524,511,573,161
1127,531,508,574,206
1128,540,511,573,259
1129,547,510,572,315
1130,553,509,571,368
1131,560,511,568,416
1132,567,510,566,457
1133,573,510,564,487
1134,579,507,561,508
1135,584,510,559,519
1136,589,507,558,520
1137,594,510,556,516
1138,599,505,555,503
1139,604,506,555,483
1140,608,506,555,459
1141,611,507,556,432
1142,615,507,556,406
1143,618,509,557,379
1144,620,508,558,354
1145,623,508,560,329
1146,625,508,560,306
1147,629,511,562,287
1148,632,508,563,273
1149,634,511,564,260
1150,635,509,564,251
1151,635,508,566,243
1152,636,505,567,236
1153,637,506,568,231
1154,639,510,568,228
1155,639,509,568,228
1156,639,508,569,230
1157,639,513,569,232
1158,638,509,569,235
1159,639,509,569,239
1160,639,508,569,243
1161,639,509,569,247
1162,639,509,568,254
1163,637,510,568,259
1164,634,509,568,265
1165,630,509,568,270
1166,626,508,568,275
1167,621,511,567,280
1168,616,508,566,286
1169,612,510,567,299
1170,608,508,565,320
1171,605,513,564,356
1172,603,508,563,414
1173,601,509,561,495
1174,598,510,557,600
1175,595,508,553,727
1176,593,508,546,871
1177,591,508,539,977
1178,588,505,534,977
1179,586,508,532,977
1180,584,508,531,977
1181,583,509,531,977
1182,582,506,531,977
1183,582,507,532,977
1184,583,508,532,977
1185,584,510,534,977
1186,585,504,535,977
1187,586,510,537,977
1188,587,505,538,977
1189,588,509,539,977
1190,589,509,540,977
1191,589,508,542,977
1192,589,508,542,977
1193,589,509,543,977
1194,589,509,543,977
1195,588,511,545,977
1196,587,506,545,948
1197,586,512,547,771
1198,585,508,548,607
1199,584,510,550,465
1200,584,508,551,350
1201,583,511,554,268
1202,583,506,557,220
1203,582,510,561,200
1204,581,508,563,207
1205,580,509,566,233
1206,579,508,566,277
1207,578,510,566,328
1208,577,512,565,383
1209,577,509,563,435
1210,577,508,561,482
1211,577,510,559,520
1212,577,509,557,549
1213,578,509,555,566
1214,578,509,553,573
1215,579,510,553,569
1216,579,509,552,557
1217,579,508,552,536
1218,579,507,551,509
1219,579,509,552,479
1220,579,508,552,448
1221,579,510,554,415
1222,576,509,555,383
1223,573,507,556,355
1224,570,508,557,329
1225,568,508,559,307
1226,567,507,560,289
1227,567,512,561,275
1228,568,508,562,265
1229,568,509,563,256
1230,568,509,564,253
1231,568,510,565,249
1232,567,508,565,249
1233,567,511,566,249
1234,565,508,566,252
1235,562,507,566,255
1236,558,508,567,257
1237,554,509,567,262
1238,549,509,566,263
1239,543,511,567,266
1240,538,508,566,267
1241,533,511,567,270
1242,527,508,566,279
1243,524,510,566,300
1244,519,508,564,339
1245,516,510,563,399
1246,513,510,561,484
1247,511,509,558,596
1248,508,511,552,729
1249,506,510,547,877
1250,504,510,540,977
1251,503,508,537,977
1252,501,504,536,977
1253,500,505,536,977
1254,499,504,535,977
1255,499,510,536,977
1256,500,508,537,977
1257,501,509,539,977
1258,503,508,539,977
1259,505,510,540,977
1260,508,508,541,977
1261,510,509,542,977
1262,512,508,543,977
1263,513,509,544,977
1264,514,509,544,977
1265,515,507,545,977
1266,514,510,545,977
1267,512,511,546,977
1268,510,510,547,846
1269,508,509,548,663
1270,505,508,549,496
1271,503,511,551,355
1272,500,505,553,245
1273,498,506,557,168
1274,497,510,561,126
1275,495,506,564,112
1276,493,510,567,127
1277,491,510,569,162
1278,489,507,569,212
1279,487,509,569,271
1280,484,507,568,334
1281,482,510,566,395
1282,480,510,563,450
1283,476,511,561,497
1284,473,510,558,533
1285,471,511,556,557
1286,467,509,553,571
1287,464,508,551,573
1288,460,509,550,565
1289,458,508,550,547
1290,455,507,550,524
1291,453,507,550,495
1292,449,509,550,464
1293,445,506,551,432
1294,440,508,552,402
1295,435,509,553,373
1296,430,507,555,346
1297,427,506,556,321
1298,421,505,557,300
1299,416,509,559,281
1300,411,507,560,269
1301,407,510,561,259
1302,404,510,561,251
1303,401,509,562,247
1304,399,510,563,245
1305,396,508,563,244
1306,391,511,563,245
1307,386,508,564,247
1308,381,510,564,251
1309,375,511,565,253
1310,368,509,564,254
1311,360,510,565,259
1312,353,508,564,273
1313,347,507,564,302
1314,341,509,563,351
1315,336,511,561,429
1316,332,508,558,535
1317,328,510,555,671
1318,325,510,548,829
1319,323,511,541,977
1320,320,510,536,977
1321,319,509,535,977
1322,317,507,534,977
1323,316,507,535,977
1324,315,505,535,977
1325,316,508,536,977
1326,316,507,537,977
1327,316,509,538,977
1328,318,511,539,977
1329,320,507,540,977
1330,322,510,541,977
1331,325,507,542,977
1332,328,511,543,977
1333,332,510,543,977
1334,335,508,544,977
1335,338,510,545,977
1336,340,514,545,977
1337,342,508,546,977
1338,343,508,545,977
1339,344,509,546,929
1340,345,510,547,732
1341,348,508,548,551
1342,349,508,549,399
1343,350,509,551,283
1344,351,508,554,204
1345,353,511,558,162
1346,353,508,561,153
1347,354,509,564,171
1348,355,508,565,207
1349,356,504,566,258
1350,356,508,564,315
1351,357,509,564,373
1352,357,509,562,427
1353,358,508,560,474
1354,359,510,557,512
1355,359,511,555,539
1356,360,509,553,552
1357,361,509,551,554
1358,362,507,550,544
1359,364,509,550,527
1360,365,508,550,503
