index,pzt
319,515
320,512
321,510
322,507
323,504
324,502
325,500
326,497
327,495
328,494
329,492
330,491
331,489
332,487
333,487
334,485
335,483
336,483
337,484
338,483
339,483
340,483
341,484
342,486
343,487
344,489
345,493
346,496
347,499
348,498
349,496
350,492
351,489
352,488
353,488
354,488
355,487
356,487
357,487
358,487
359,486
360,487
361,489
362,492
363,493
364,494
365,496
366,496
367,499
368,506
369,517
370,529
371,544
372,559
373,576
374,592
375,604
376,612
377,615
378,615
379,608
380,601
381,592
382,580
383,567
384,552
385,539
386,527
387,516
388,508
389,502
390,496
391,492
392,490
393,489
394,489
395,492
396,494
397,498
398,501
399,504
400,508
401,510
402,513
403,517
404,520
405,521
406,522
407,523
408,520
409,519
410,516
411,513
412,513
413,513
414,512
415,509
416,506
417,504
418,501
419,498
420,495
421,493
422,491
423,487
424,483
425,482
426,480
427,480
428,482
429,483
430,486
431,487
432,489
433,494
434,497
435,498
436,499
437,499
438,498
439,495
440,493
441,491
442,490
443,488
444,489
445,489
446,488
447,487
448,487
449,487
450,487
451,488
452,488
453,488
454,488
455,487
456,484
457,483
458,480
459,480
460,478
461,478
462,479
463,483
464,490
465,502
466,515
467,528
468,543
469,558
470,570
471,579
472,588
473,591
474,590
475,585
476,576
477,566
478,555
479,542
480,528
481,514
482,498
483,486
484,475
485,467
486,459
487,454
488,451
489,450
490,448
491,450
492,450
493,451
494,454
495,457
496,460
497,463
498,467
499,471
500,473
501,477
502,479
503,481
504,483
505,482
506,482
507,479
508,477
509,475
510,470
511,465
512,460
513,454
514,451
515,448
516,448
517,447
518,448
519,450
520,450
521,451
522,451
523,450
524,449
525,449
526,450
527,452
528,455
529,457
530,460
531,461
532,465
533,467
534,467
535,470
536,471
537,472
538,473
539,475
540,476
541,477
542,478
543,479
544,479
545,479
546,477
547,476
548,476
549,477
550,477
551,475
552,475
553,479
554,485
555,494
556,506
557,519
558,534
559,548
560,561
561,572
562,581
563,585
564,587
565,583
566,578
567,569
568,557
569,543
570,529
571,517
572,504
573,493
574,483
575,475
576,467
577,462
578,458
579,455
580,454
581,451
582,451
583,452
584,456
585,459
586,464
587,468
588,472
589,474
590,477
591,478
592,481
593,483
594,487
595,488
596,489
597,491
598,491
599,491
600,489
601,487
602,484
603,481
604,480
605,476
606,473
607,470
608,468
609,467
610,467
611,467
612,468
613,470
614,472
615,472
616,472
617,473
618,473
619,475
620,476
621,476
622,478
623,478
624,478
625,479
626,480
627,483
628,487
629,492
630,500
631,510
632,520
633,532
634,544
635,553
636,562
637,571
638,576
639,575
640,570
641,564
642,556
643,547
644,537
645,528
646,516
647,507
648,499
649,491
650,483
651,476
652,471
653,467
654,463
655,463
656,464
657,465
658,468
659,469
660,472
661,477
662,481
663,486
664,490
665,494
666,496
667,497
668,497
669,497
670,494
671,492
672,489
673,487
674,485
675,483
676,481
677,481
678,480
679,479
680,478
681,476
682,476
683,474
684,473
685,472
686,471
687,469
688,470
689,473
690,476
691,479
692,482
693,486
694,488
695,492
696,497
697,505
698,515
699,529
700,545
701,560
702,575
703,584
704,591
705,595
706,594
707,588
708,580
709,572
710,561
711,551
712,541
713,531
714,521
715,511
716,504
717,496
718,490
719,485
720,481
721,478
722,476
723,475
724,475
725,476
726,477
727,477
728,479
729,479
730,482
731,486
732,487
733,491
734,493
735,494
736,495
737,497
738,497
739,497
740,496
741,495
742,492
743,490
744,489
745,486
746,483
747,479
748,477
749,475
750,473
751,471
752,469
753,467
754,465
755,465
756,466
757,467
758,469
759,472
760,476
761,480
762,486
763,495
764,504
765,519
766,536
767,555
768,573
769,588
770,599
771,607
772,610
773,608
774,601
775,591
776,580
777,568
778,554
779,541
780,530
781,519
782,510
783,503
784,496
785,490
786,486
787,484
788,483
789,483
790,483
791,484
792,483
793,484
794,483
795,484
796,484
797,486
798,489
799,491
800,494
801,497
802,499
803,498
804,497
805,495
806,495
807,494
808,493
809,492
810,488
811,484
812,482
813,478
814,475
815,472
816,470
817,467
818,466
819,464
820,465
821,467
822,472
823,476
824,478
825,478
826,479
827,483
828,487
829,495
830,504
831,518
832,535
833,554
834,574
835,590
836,600
837,608
838,610
839,606
840,600
841,593
842,583
843,574
844,563
845,551
846,538
847,526
848,516
849,508
850,501
851,495
852,491
853,488
854,483
855,480
856,478
857,477
858,477
859,477
860,476
861,476
862,478
863,481
864,483
865,486
866,489
867,493
868,496
869,498
870,499
871,502
872,503
873,503
874,501
875,498
876,496
877,494
878,491
879,488
880,483
881,480
882,475
883,473
884,473
885,474
886,472
887,472
888,473
889,475
890,476
891,478
892,479
893,481
894,482
895,482
896,482
897,481
898,480
899,479
900,478
901,477
902,476
903,476
904,476
905,476
906,477
907,481
908,488
909,500
910,517
911,536
912,558
913,577
914,594
915,608
916,620
917,623
918,622
919,616
920,607
921,595
922,581
923,566
924,551
925,539
926,527
927,516
928,507
929,501
930,496
931,492
932,487
933,484
934,483
935,483
936,485
937,487
938,490
939,494
940,497
941,500
942,502
943,503
944,504
945,506
946,507
947,508
948,507
949,505
950,501
951,498
952,497
953,495
954,492
955,489
956,488
957,489
958,488
959,486
960,482
961,480
962,478
963,477
964,476
965,475
966,475
967,476
968,475
969,475
970,473
971,472
972,473
973,474
974,475
975,475
976,476
977,477
978,479
979,481
980,481
981,483
982,484
983,485
984,484
985,485
986,485
987,486
988,485
989,486
990,484
991,482
992,480
993,478
994,476
995,475
996,474
997,474
998,476
999,477
1000,477
1001,478
1002,481
1003,484
1004,486
1005,487
1006,487
1007,488
1008,490
1009,495
1010,502
1011,514
1012,531
1013,550
1014,570
1015,590
1016,606
1017,619
1018,627
1019,627
1020,625
1021,619
1022,608
1023,595
1024,581
1025,568
1026,555
1027,542
1028,530
1029,519
1030,509
1031,503
1032,496
1033,491
1034,488
1035,484
1036,482
1037,482
1038,483
1039,486
1040,488
1041,493
1042,496
1043,500
1044,505
1045,507
1046,510
1047,511
1048,512
1049,511
1050,511
1051,509
1052,505
1053,501
1054,496
1055,492
1056,490
1057,486
1058,483
1059,482
1060,482
1061,482
1062,483
1063,483
1064,483
1065,482
1066,483
1067,483
1068,482
1069,482
1070,481
1071,480
1072,480
1073,479
1074,476
1075,475
1076,475
1077,475
1078,474
1079,474
1080,473
1081,474
1082,476
1083,478
1084,480
1085,483
1086,484
1087,483
1088,483
1089,481
1090,480
1091,478
1092,477
1093,478
1094,479
1095,480
1096,481
1097,481
1098,481
1099,482
1100,480
1101,480
1102,477
1103,475
1104,473
1105,475
1106,477
1107,479
1108,484
1109,489
1110,498
1111,511
1112,526
1113,544
1114,562
1115,580
1116,596
1117,607
1118,615
1119,615
1120,612
1121,605
1122,596
1123,583
1124,568
1125,554
1126,540
1127,527
1128,515
1129,505
1130,497
1131,493
1132,491
1133,489
1134,488
1135,489
1136,490
1137,489
1138,489
1139,491
1140,491
1141,494
1142,498
1143,501
1144,503
1145,504
1146,506
1147,507
1148,508
1149,509
1150,510
1151,509
1152,507
1153,505
1154,501
1155,497
1156,495
1157,494
1158,491
1159,489
1160,487
1161,487
1162,486
1163,485
1164,486
1165,484
1166,482
1167,482
1168,481
1169,480
1170,480
1171,479
1172,476
1173,476
1174,475
1175,475
1176,478
1177,479
1178,480
1179,480
1180,479
1181,479
1182,480
1183,482
1184,485
1185,486
1186,487
1187,489
1188,491
1189,491
1190,491
1191,491
1192,488
1193,487
1194,485
1195,483
1196,481
1197,480
1198,479
1199,479
1200,478
1201,479
1202,478
1203,477
1204,477
1205,479
1206,483
1207,489
1208,496
1209,508
1210,522
1211,538
1212,556
1213,575
1214,591
1215,603
1216,610
1217,613
1218,610
1219,604
1220,595
1221,584
1222,569
1223,555
1224,543
1225,528
1226,517
1227,505
1228,496
1229,486
1230,480
1231,475
1232,472
1233,471
1234,471
1235,470
1236,473
1237,477
1238,483
1239,489
1240,495
1241,500
1242,504
1243,507
1244,508
1245,512
1246,511
1247,512
1248,512
1249,511
1250,510
1251,505
1252,503
1253,499
1254,495
1255,492
1256,490
1257,487
1258,484
1259,481
1260,481
1261,480
1262,480
1263,480
1264,480
1265,480
1266,480
1267,478
1268,480
1269,481
1270,483
1271,483
1272,483
1273,482
1274,481
1275,479
1276,477
1277,478
1278,478
1279,480
1280,481
1281,484
1282,484
1283,484
1284,485
1285,485
1286,483
1287,482
1288,482
1289,483
1290,482
1291,480
1292,479
1293,479
1294,481
1295,481
1296,480
1297,479
1298,478
1299,478
1300,479
1301,481
1302,483
1303,487
1304,493
1305,502
1306,511
1307,524
1308,536
1309,551
1310,565
1311,575
1312,583
1313,585
1314,585
1315,582
1316,578
1317,570
1318,560
1319,550
1320,540
1321,530
1322,521
1323,513
1324,503
1325,494
1326,487
1327,484
1328,480
1329,479
1330,479
1331,479
1332,480
1333,483
1334,484
1335,488
1336,491
1337,493
1338,496
1339,499
1340,502
1341,506
1342,508
1343,511
1344,511
1345,510
1346,508
1347,505
1348,502
1349,498
1350,495
1351,494
1352,492
1353,489
1354,489
1355,487
1356,486
1357,486
1358,484
1359,482
1360,479
1361,478
1362,477
1363,474
1364,472
1365,473
1366,472
1367,472
1368,473
1369,476
1370,477
1371,477
1372,478
1373,482
1374,485
1375,487
1376,488
1377,489
1378,489
1379,490
1380,490
1381,488
1382,487
1383,487
1384,486
1385,486
1386,485
1387,486
1388,489
1389,490
1390,489
1391,491
1392,490
1393,490
1394,491
1395,490
1396,492
1397,493
1398,496
1399,499
1400,502
1401,508
1402,518
1403,528
1404,540
1405,550
1406,558
1407,562
1408,566
1409,566
1410,566
1411,563
1412,561
1413,556
1414,549
1415,541
1416,534
1417,525
1418,516
1419,510
1420,503
1421,497
1422,494
1423,489
1424,484
1425,480
1426,477
1427,476
1428,478
1429,480
1430,484
1431,488
1432,492
1433,497
1434,502
1435,506
1436,509
1437,511
1438,512
1439,513
1440,514
1441,514
1442,513
1443,511
1444,510
1445,504
1446,502
1447,498
1448,496
1449,492
1450,489
1451,486
1452,485
1453,484
1454,483
1455,482
1456,481
1457,480
1458,481
1459,482
1460,484
1461,487
1462,488
1463,490
1464,492
1465,492
1466,491
1467,491
1468,489
1469,487
1470,487
1471,485
1472,484
1473,484
1474,484
1475,486
1476,487
1477,488
1478,489
1479,491
1480,492
1481,493
1482,494
1483,495
1484,494
1485,493
1486,493
1487,495
1488,499
1489,504
1490,510
1491,518
1492,529
1493,540
1494,551
1495,562
1496,572
1497,579
1498,583
1499,583
1500,583
1501,578
1502,568
1503,559
1504,548
1505,539
1506,527
1507,517
1508,510
1509,502
1510,495
1511,491
1512,484
1513,480
1514,476
1515,475
1516,475
1517,477
1518,479
1519,480
1520,483
1521,487
1522,494
1523,503
1524,510
1525,515
1526,519
1527,522
1528,523
1529,522
1530,519
1531,515
1532,511
1533,506
1534,501
1535,495
1536,491
1537,487
1538,480
1539,475
1540,474
1541,475
1542,476
1543,478
1544,481
1545,485
1546,487
1547,489
1548,490
1549,491
1550,493
1551,493
1552,493
1553,492
1554,491
1555,491
1556,491
1557,489
1558,488
1559,487
1560,486
1561,483
1562,483
1563,485
1564,488
1565,491
1566,492
1567,495
1568,494
1569,495
1570,495
1571,494
1572,492
1573,492
1574,493
1575,495
1576,497
1577,502
1578,507
1579,516
1580,526
1581,537
1582,549
1583,561
1584,571
1585,581
1586,586
1587,588
1588,587
1589,582
1590,575
1591,568
1592,560
1593,550
1594,542
1595,533
1596,525
1597,516
1598,509
1599,501
1600,495
1601,488
1602,483
1603,480
1604,478
1605,480
1606,482
1607,484
1608,489
1609,495
1610,500
1611,504
1612,507
1613,509
1614,511
1615,512
1616,513
1617,514
1618,512
1619,511
1620,508
1621,505
1622,502
1623,499
1624,496
1625,493
1626,491
1627,487
1628,484
1629,484
1630,483
1631,484
1632,486
1633,487
1634,489
1635,490
1636,492
1637,494
1638,497
1639,499
1640,499
1641,498
1642,495
1643,493
1644,488
1645,486
1646,486
1647,485
1648,487
1649,489
1650,491
1651,492
1652,494
1653,495
1654,496
1655,495
1656,494
1657,493
1658,493
1659,493
1660,494
1661,497
1662,497
1663,497
1664,498
1665,497
1666,496
1667,497
1668,501
1669,508
1670,519
1671,533
1672,545
1673,558
1674,571
1675,582
1676,591
1677,596
1678,596
1679,594
1680,590
1681,580
1682,570
1683,560
1684,550
1685,540
1686,530
1687,522
1688,514
1689,507
1690,500
1691,496
1692,492
1693,491
1694,489
1695,487
1696,488
1697,491
1698,494
1699,498
1700,501
1701,506
1702,510
1703,513
1704,516
1705,516
1706,515
1707,514
1708,512
1709,512
1710,509
1711,506
1712,503
1713,500
1714,498
1715,496
1716,496
1717,495
1718,494
1719,494
1720,494
1721,494
1722,494
1723,494
1724,492
1725,491
1726,492
1727,491
1728,488
1729,488
1730,488
1731,487
1732,488
1733,488
1734,487
1735,487
1736,487
1737,488
1738,489
1739,490
1740,491
1741,491
1742,490
1743,492
1744,491
1745,491
1746,494
1747,493
1748,491
1749,490
1750,491
1751,493
1752,494
1753,494
1754,494
1755,494
1756,494
1757,494
1758,497
1759,502
1760,509
1761,518
1762,526
1763,539
1764,554
1765,568
1766,580
1767,591
1768,599
1769,603
1770,602
1771,598
1772,590
1773,581
1774,569
1775,557
1776,546
1777,535
1778,524
1779,515
1780,508
1781,502
1782,494
1783,490
1784,487
1785,487
1786,487
1787,489
1788,492
1789,494
1790,496
1791,500
1792,504
1793,506
1794,510
1795,512
1796,512
1797,513
1798,514
1799,515
1800,515
1801,515
1802,514
1803,512
1804,510
1805,505
1806,502
1807,497
1808,494
1809,492
1810,490
1811,489
1812,487
1813,486
1814,484
1815,483
1816,481
1817,483
1818,484
1819,487
1820,489
1821,489
1822,489
1823,490
1824,490
1825,491
1826,490
1827,489
1828,489
1829,487
1830,485
1831,485
1832,487
1833,488
1834,490
1835,492
1836,494
1837,494
1838,495
1839,494
1840,494
1841,493
1842,492
1843,491
1844,488
1845,488
1846,486
1847,484
1848,484
1849,484
1850,484
1851,487
1852,490
1853,494
1854,500
1855,510
1856,520
1857,535
1858,550
1859,565
1860,579
1861,590
1862,598
1863,602
1864,603
1865,601
1866,598
1867,590
1868,580
1869,569
1870,556
1871,545
1872,535
1873,527
1874,518
1875,511
1876,505
1877,501
1878,498
1879,496
1880,494
1881,493
1882,491
1883,491
1884,492
1885,493
1886,495
1887,497
1888,500
1889,503
1890,505
1891,507
1892,508
1893,509
1894,510
1895,511
1896,510
1897,509
1898,505
1899,502
1900,500
1901,500
1902,499
1903,498
1904,495
1905,492
1906,490
1907,488
1908,486
1909,487
1910,485
1911,484
1912,487
1913,487
1914,488
1915,492
1916,494
1917,495
1918,496
1919,496
1920,497
1921,496
1922,495
1923,495
1924,493
1925,491
1926,489
1927,487
1928,485
1929,485
1930,484
1931,483
1932,482
1933,480
1934,480
1935,480
1936,483
1937,485
1938,486
1939,487
1940,489
1941,490
1942,491
1943,492
1944,494
1945,494
1946,495
1947,496
1948,496
1949,496
1950,497
1951,499
1952,500
1953,503
1954,512
1955,523
1956,539
1957,556
1958,573
1959,587
1960,599
1961,607
1962,612
1963,611
1964,606
1965,598
1966,588
1967,575
1968,560
1969,547
1970,536
1971,526
1972,518
1973,512
1974,508
1975,503
1976,499
1977,496
1978,494
1979,495
1980,494
1981,495
1982,495
1983,499
1984,503
1985,505
1986,507
1987,509
1988,512
1989,512
1990,512
1991,513
1992,514
1993,514
1994,513
1995,511
1996,508
1997,506
1998,504
1999,502
2000,499
2001,496
2002,495
2003,494
2004,493
2005,492
2006,492
2007,491
2008,491
2009,492
2010,489
2011,489
2012,489
2013,490
2014,490
2015,491
2016,490
2017,490
2018,490
2019,489
2020,488
2021,486
2022,484
2023,482
2024,483
2025,481
2026,481
2027,483
2028,487
2029,488
2030,488
2031,488
2032,489
2033,489
2034,488
2035,487
2036,486
2037,486
2038,487
2039,487
2040,486
2041,485
2042,485
2043,487
2044,487
2045,489
2046,491
2047,491
2048,492
2049,491
2050,491
2051,492
2052,494
2053,496
2054,501
2055,505
2056,513
2057,524
2058,536
2059,551
2060,567
2061,580
2062,589
2063,597
2064,602
2065,603
2066,600
2067,595
2068,585
2069,574
2070,561
2071,546
2072,532
2073,522
2074,514
2075,507
2076,502
2077,499
2078,495
2079,493
2080,490
2081,489
2082,489
2083,490
2084,494
2085,496
2086,499
2087,503
2088,507
2089,511
2090,513
2091,516
2092,517
2093,518
2094,519
2095,519
2096,517
2097,515
2098,513
2099,512
2100,508
2101,507
2102,505
2103,502
2104,499
2105,495
2106,490
2107,487
2108,486
2109,484
2110,483
2111,484
2112,486
2113,486
2114,488
2115,490
2116,492
2117,492
2118,492
2119,491
2120,491
2121,491
2122,491
2123,492
2124,493
2125,493
2126,492
2127,492
2128,492
2129,492
2130,491
2131,491
2132,490
2133,489
2134,487
2135,487
2136,488
2137,488
2138,487
2139,486
2140,486
2141,487
2142,487
2143,487
2144,487
2145,486
2146,485
2147,483
2148,481
2149,481
2150,480
2151,481
2152,483
2153,486
2154,489
2155,493
2156,500
2157,511
2158,525
2159,542
2160,558
2161,574
2162,589
2163,599
2164,607
2165,609
2166,609
2167,604
2168,597
2169,587
2170,574
2171,560
2172,545
2173,533
2174,523
2175,513
2176,506
2177,499
2178,494
2179,492
2180,490
2181,489
2182,488
2183,489
2184,488
2185,489
2186,491
2187,493
2188,496
2189,498
2190,499
2191,501
2192,504
2193,506
2194,509
2195,511
2196,512
2197,514
2198,515
2199,513
2200,512
2201,511
2202,507
2203,506
2204,505
2205,501
2206,498
2207,495
2208,491
2209,488
2210,486
2211,484
2212,483
2213,483
2214,483
2215,483
2216,484
2217,486
2218,488
2219,489
2220,490
2221,492
2222,491
2223,492
2224,492
2225,491
2226,492
2227,491
2228,489
2229,489
2230,488
2231,488
2232,487
2233,487
2234,487
2235,487
2236,487
2237,486
2238,485
2239,484
2240,485
2241,487
2242,487
2243,487
2244,487
2245,489
2246,492
2247,495
2248,497
2249,499
2250,499
2251,497
2252,497
2253,495
2254,494
2255,495
2256,499
2257,501
2258,510
2259,522
2260,536
2261,553
2262,566
2263,579
2264,589
2265,597
2266,600
2267,597
2268,592
2269,585
2270,576
2271,564
2272,552
2273,540
2274,528
2275,518
2276,512
2277,505
2278,500
2279,496
2280,494
2281,491
2282,489
2283,491
2284,493
2285,495
2286,497
2287,498
2288,503
2289,504
2290,508
2291,510
2292,512
2293,514
2294,515
2295,515
2296,515
2297,513
2298,511
2299,510
2300,506
2301,504
2302,502
2303,500
2304,499
2305,498
2306,496
2307,494
2308,491
2309,489
2310,487
2311,485
2312,483
2313,485
2314,486
2315,486
2316,488
2317,490
2318,490
2319,492
2320,493
2321,493
2322,492
2323,494
2324,493
2325,493
2326,491
2327,490
2328,489
2329,488
2330,488
2331,489
2332,491
2333,492
2334,492
2335,492
2336,492
2337,492
2338,493
2339,492
2340,490
2341,489
2342,489
2343,488
2344,486
2345,485
2346,482
2347,484
2348,486
2349,487
2350,487
2351,488
2352,489
2353,491
2354,490
2355,492
2356,495
2357,502
2358,510
2359,519
2360,531
2361,545
2362,558
2363,570
2364,579
2365,588
2366,591
2367,591
2368,590
2369,584
2370,576
2371,568
2372,559
2373,550
2374,541
2375,533
2376,526
2377,518
2378,512
2379,506
2380,500
2381,496
2382,494
2383,491
2384,489
2385,487
2386,487
2387,488
2388,491
2389,496
2390,500
2391,505
2392,509
2393,511
2394,513
2395,517
2396,517
2397,518
2398,518
2399,517
2400,516
2401,516
2402,514
2403,512
2404,508
2405,505
2406,502
2407,499
2408,496
2409,494
2410,491
2411,487
2412,483
2413,480
2414,478
2415,477
2416,477
2417,478
2418,479
2419,481
2420,483
2421,487
2422,491
2423,493
2424,495
2425,497
2426,497
2427,498
2428,497
2429,496
2430,493
2431,489
2432,487
2433,484
2434,483
2435,483
2436,483
2437,486
2438,487
2439,490
2440,492
2441,494
2442,496
2443,497
2444,499
2445,500
2446,499
2447,499
2448,496
2449,495
2450,492
2451,489
2452,489
2453,488
2454,488
2455,489
2456,491
2457,495
2458,501
2459,510
2460,522
2461,536
2462,552
2463,566
2464,580
2465,589
2466,596
2467,598
2468,598
2469,593
2470,587
2471,578
2472,567
2473,556
2474,544
2475,531
2476,521
2477,511
2478,502
2479,496
2480,489
2481,484
2482,479
2483,476
2484,475
2485,478
2486,479
2487,483
2488,486
2489,492
2490,495
2491,499
2492,504
2493,508
2494,511
2495,512
2496,510
2497,510
2498,508
2499,508
2500,508
2501,508
2502,507
2503,507
2504,504
2505,503
2506,501
2507,499
2508,497
2509,496
2510,494
2511,491
2512,488
2513,485
2514,481
2515,479
2516,476
2517,473
2518,474
2519,477
2520,480
2521,484
2522,486
2523,488
2524,493
2525,495
2526,496
2527,494
2528,493
2529,492
2530,491
2531,491
2532,492
2533,494
2534,497
2535,498
2536,500
2537,502
2538,500
2539,499
2540,498
2541,497
2542,495
2543,492
2544,489
2545,487
2546,487
2547,487
2548,488
2549,491
2550,491
2551,490
2552,490
2553,492
2554,495
2555,499
2556,504
2557,513
2558,521
2559,531
2560,542
2561,552
2562,564
2563,575
2564,581
2565,584
2566,585
2567,580
2568,576
2569,569
2570,562
2571,554
2572,545
2573,536
2574,528
2575,521
2576,512
2577,507
2578,502
2579,495
2580,491
2581,487
2582,483
2583,479
2584,479
2585,478
2586,481
2587,485
2588,491
2589,497
2590,502
2591,507
2592,512
2593,515
2594,518
2595,520
2596,521
2597,520
2598,518
2599,516
2600,513
2601,512
2602,511
2603,509
2604,505
2605,498
2606,492
2607,486
2608,481
2609,478
2610,477
2611,477
2612,476
2613,478
2614,481
2615,483
2616,487
2617,487
2618,489
2619,492
2620,494
2621,496
2622,498
2623,497
2624,497
2625,495
2626,493
2627,492
2628,491
2629,491
2630,490
2631,488
2632,488
2633,487
2634,486
2635,488
2636,491
2637,495
2638,498
2639,498
2640,498
2641,497
2642,495
2643,494
2644,492
2645,491
2646,489
2647,488
2648,488
2649,492
2650,497
2651,507
2652,518
2653,530
2654,544
2655,559
2656,572
2657,584
2658,593
2659,597
2660,597
2661,593
2662,586
2663,577
2664,566
2665,554
2666,540
2667,529
2668,519
2669,510
2670,503
2671,497
2672,494
2673,491
2674,489
2675,488
2676,490
2677,492
2678,493
2679,494
2680,496
2681,499
2682,501
2683,504
2684,508
2685,510
2686,513
2687,513
2688,513
2689,513
2690,511
2691,508
2692,504
2693,502
2694,497
2695,493
2696,491
2697,489
2698,489
2699,489
2700,488
2701,487
2702,486
2703,486
2704,485
2705,484
2706,486
2707,488
2708,491
2709,494
2710,495
2711,496
2712,498
2713,499
2714,497
2715,496
2716,494
2717,492
2718,490
2719,490
2720,489
2721,490
2722,489
2723,489
2724,489
2725,490
2726,491
2727,490
2728,491
2729,492
2730,493
2731,494
2732,495
2733,495
2734,494
2735,496
2736,496
2737,495
2738,495
2739,494
2740,493
2741,491
2742,492
2743,494
2744,498
2745,504
2746,510
2747,516
2748,525
2749,536
2750,549
2751,561
2752,571
2753,579
2754,583
2755,584
2756,583
2757,579
2758,573
2759,565
2760,556
2761,548
2762,538
2763,531
2764,525
2765,519
2766,513
2767,508
2768,503
2769,499
2770,499
2771,499
2772,499
2773,500
2774,502
2775,503
2776,504
2777,505
2778,507
2779,509
2780,511
2781,512
2782,514
2783,513
2784,515
2785,514
2786,513
2787,512
2788,511
2789,512
2790,510
2791,510
2792,505
2793,502
2794,497
2795,494
2796,491
2797,489
2798,489
2799,491
2800,494
2801,496
2802,499
2803,502
2804,505
2805,510
2806,514
2807,517
2808,521
2809,522
2810,522
2811,521
2812,520
2813,517
2814,516
2815,513
2816,510
2817,505
2818,502
2819,499
2820,497
2821,495
2822,492
2823,491
2824,488
2825,487
2826,487
2827,487
2828,487
2829,488
2830,489
2831,492
2832,495
2833,501
2834,508
2835,515
2836,524
2837,534
2838,547
2839,561
2840,575
2841,585
2842,593
2843,599
2844,601
2845,598
2846,591
2847,583
2848,573
2849,562
2850,551
2851,541
2852,531
2853,523
2854,515
2855,509
2856,506
2857,504
2858,504
2859,500
2860,499
2861,501
2862,504
2863,507
2864,511
2865,515
2866,518
2867,522
2868,524
2869,527
2870,527
2871,528
2872,527
2873,526
2874,524
2875,522
2876,521
2877,519
2878,519
2879,516
2880,514
2881,512
2882,511
2883,509
2884,508
2885,505
2886,503
2887,500
2888,499
2889,498
2890,496
2891,494
2892,493
2893,493
2894,491
2895,488
2896,488
2897,489
2898,490
2899,493
2900,495
2901,499
2902,500
2903,500
2904,501
2905,502
2906,502
2907,502
2908,501
2909,500
2910,498
2911,497
2912,495
2913,492
2914,491
2915,491
2916,491
2917,489
2918,489
2919,487
2920,487
2921,489
2922,491
2923,495
2924,503
2925,515
2926,528
2927,542
2928,558
2929,570
2930,582
2931,590
2932,593
2933,595
2934,594
2935,590
2936,584
2937,575
2938,564
2939,553
2940,543
2941,532
2942,524
2943,517
2944,511
2945,508
2946,504
2947,500
2948,497
2949,496
2950,494
2951,494
2952,495
2953,498
2954,499
2955,502
2956,503
2957,504
2958,507
2959,508
2960,510
2961,512
2962,513
2963,512
2964,513
2965,513
2966,513
2967,513
2968,511
2969,508
2970,505
2971,502
2972,499
2973,496
2974,492
2975,490
2976,486
2977,485
2978,484
2979,484
2980,485
2981,487
2982,488
2983,489
2984,490
2985,491
2986,492
2987,493
2988,496
2989,499
2990,500
2991,501
2992,500
2993,498
2994,496
2995,495
2996,493
2997,491
