index,resp,emg,eda,pzt
273,700,511,584,510
274,704,510,584,511
275,707,508,584,511
276,711,508,584,513
277,714,507,584,513
278,717,508,584,513
279,720,511,584,514
280,723,509,584,514
281,727,507,584,515
282,730,505,584,514
283,732,508,584,514
284,736,506,584,513
285,738,510,584,511
286,739,507,584,511
287,742,510,584,511
288,743,506,584,511
289,745,511,584,510
290,747,513,583,511
291,748,506,584,511
292,749,504,583,512
293,747,512,583,512
294,745,510,583,513
295,744,504,583,514
296,744,508,583,515
297,744,511,584,515
298,743,506,583,515
299,741,507,583,515
300,740,508,583,514
301,738,509,583,512
302,738,508,583,512
303,737,509,583,511
304,736,504,583,510
305,734,505,583,510
306,731,511,583,510
307,728,510,583,511
308,723,509,583,511
309,717,510,583,511
310,711,508,583,511
311,706,509,583,511
312,702,505,583,511
313,698,510,583,512
314,695,508,583,512
315,692,512,583,512
316,690,505,583,512
317,687,513,583,512
318,684,503,583,513
319,681,510,583,514
320,679,509,583,514
321,676,511,583,516
322,675,508,583,515
323,673,508,583,516
324,672,507,583,514
325,671,510,583,514
326,672,510,583,514
327,672,508,583,513
328,673,504,583,512
329,673,513,583,511
330,673,508,583,511
331,674,512,583,509
332,674,509,582,510
333,674,509,583,510
334,674,508,583,511
335,673,508,583,512
336,672,505,582,512
337,671,513,582,513
338,670,507,582,514
339,668,511,582,513
340,667,505,582,512
341,665,508,582,512
342,663,507,582,512
343,661,510,582,512
344,659,508,582,512
345,657,511,582,512
346,655,507,582,512
347,654,510,582,512
348,652,507,582,512
349,651,508,582,511
350,649,510,582,511
351,648,509,582,511
352,647,509,582,511
353,647,510,582,510
354,645,505,582,511
355,644,508,582,511
356,643,508,582,511
357,642,511,582,512
358,640,508,582,513
359,636,508,582,512
360,633,508,582,512
361,631,509,582,512
362,629,505,581,512
363,628,510,582,512
364,629,508,581,512
365,627,509,582,511
366,626,507,581,510
367,625,506,581,512
368,623,508,581,512
369,622,510,581,512
370,620,507,581,512
371,617,509,581,513
372,613,506,581,514
373,608,511,581,513
374,602,506,581,513
375,595,510,581,512
376,586,508,581,513
377,576,509,581,512
378,565,506,581,512
379,553,508,581,512
380,542,508,581,512
381,531,510,581,512
382,520,505,580,512
383,510,506,580,513
384,500,508,580,513
385,489,509,580,513
386,480,505,580,512
387,472,511,580,513
388,463,505,580,515
389,454,510,580,515
390,447,508,580,514
391,440,512,580,514
392,432,506,580,514
393,426,509,580,513
394,420,505,580,513
395,414,511,580,513
396,408,507,580,513
397,403,509,580,512
398,398,508,580,511
399,394,506,580,511
400,390,509,580,511
401,386,507,580,510
402,382,511,580,511
403,379,509,580,511
404,375,508,579,512
405,370,510,580,512
406,366,507,579,512
407,361,508,579,512
408,358,508,579,512
409,353,508,580,513
410,349,508,579,513
411,345,508,580,512
412,342,511,579,512
413,337,512,579,512
414,334,509,579,511
415,330,509,579,510
416,327,508,579,510
417,324,507,579,510
418,321,506,579,510
419,319,510,579,509
420,316,508,579,510
421,313,509,579,509
422,311,511,579,510
423,308,508,579,512
424,305,508,579,513
425,301,507,579,513
426,297,508,579,514
427,293,502,579,515
428,291,508,579,516
429,289,510,579,516
430,284,509,579,516
431,281,510,579,516
432,278,508,579,515
433,276,510,579,514
434,274,506,579,513
435,273,511,579,512
436,271,511,579,511
437,267,510,579,512
438,263,505,579,512
439,258,511,579,511
440,253,504,579,510
441,247,509,579,509
442,241,507,579,508
443,236,513,579,509
444,231,509,578,508
445,227,510,579,509
446,224,507,578,509
447,222,508,579,510
448,220,508,578,509
449,219,512,579,511
450,218,506,578,513
451,217,508,578,514
452,217,507,578,515
453,216,511,578,514
454,216,508,578,513
455,217,507,578,514
456,220,507,578,514
457,223,509,578,514
458,227,505,578,513
459,230,507,578,512
460,235,508,578,512
461,238,511,578,511
462,242,507,578,511
463,246,511,578,511
464,249,511,578,509
465,252,510,578,510
466,254,503,577,510
467,256,509,578,511
468,258,508,577,511
469,259,507,578,511
470,260,510,577,511
471,261,511,578,512
472,262,509,577,511
473,262,511,578,512
474,262,504,577,512
475,262,510,577,513
476,262,510,577,513
477,262,510,577,513
478,262,507,577,513
479,262,509,577,512
480,262,508,577,513
481,262,509,577,513
482,262,510,577,512
483,262,511,577,512
484,262,506,577,511
485,262,507,577,511
486,261,506,577,510
487,261,508,577,510
488,262,507,577,510
489,263,510,577,511
490,262,510,577,512
491,261,509,577,512
492,260,509,577,513
493,259,513,577,514
494,259,508,577,515
495,259,511,577,516
496,258,508,576,515
497,255,510,577,515
498,254,507,576,514
499,255,512,577,514
500,256,509,576,513
501,257,508,577,513
502,258,509,576,513
503,259,509,576,512
504,260,510,576,512
505,259,512,577,511
506,259,506,576,511
507,261,510,576,510
508,263,507,576,510
509,265,511,576,510
510,269,508,576,510
511,275,510,576,511
512,280,509,576,511
513,287,510,576,511
514,294,509,576,512
515,300,508,576,512
516,306,505,576,512
517,312,507,576,514
518,317,508,576,515
519,321,508,576,515
520,327,505,576,515
521,332,510,576,514
522,338,506,576,513
523,344,505,576,512
524,351,505,575,512
525,358,513,576,512
526,365,507,575,512
527,371,508,576,510
528,377,506,575,509
529,384,508,576,510
530,391,509,575,509
531,398,511,576,510
532,403,508,575,510
533,408,509,576,511
534,414,507,575,511
535,418,511,575,511
536,423,511,575,511
537,429,511,575,512
538,436,505,575,513
539,447,509,575,514
540,460,506,575,513
541,474,510,575,513
542,491,509,575,513
543,510,509,575,513
544,530,509,575,513
545,549,512,575,513
546,568,510,575,513
547,586,508,575,512
548,602,510,575,512
549,618,510,575,511
550,632,508,575,510
551,645,511,575,510
552,658,509,575,509
553,670,510,575,510
554,681,505,575,511
555,694,508,575,512
556,704,507,575,513
557,714,509,575,513
558,722,510,575,514
559,731,509,575,514
560,739,511,575,514
561,747,506,575,514
562,754,510,574,514
563,760,512,575,514
564,766,508,574,514
565,771,511,575,513
566,776,505,574,513
567,782,506,575,513
568,787,510,574,513
569,792,511,575,511
570,795,509,574,510
571,798,507,575,510
572,799,510,574,510
573,799,508,575,510
574,799,511,574,509
575,799,508,574,510
576,799,506,574,510
577,799,510,574,511
578,799,509,574,512
579,801,508,574,513
580,802,507,574,513
581,802,509,574,514
582,803,508,574,514
583,803,512,574,514
584,803,499,574,513
585,802,508,574,513
586,802,509,574,514
587,803,507,574,513
588,806,509,574,512
589,808,508,574,511
590,812,506,573,510
591,816,510,574,510
592,819,504,574,510
593,822,508,574,510
594,825,507,573,510
595,828,511,574,510
596,831,507,573,509
597,834,511,574,510
598,836,508,573,510
599,838,508,574,511
600,840,509,573,511
601,841,509,574,511
602,844,510,573,513
603,845,508,574,514
604,848,508,573,515
605,850,511,573,515
606,852,509,573,516
607,856,507,573,516
608,860,509,573,516
609,864,509,573,515
610,869,507,573,513
611,873,510,573,513
612,879,508,572,512
613,884,510,573,512
614,888,508,572,510
615,893,510,573,510
616,897,507,573,509
617,901,508,573,509
618,905,509,572,511
619,908,509,573,512
620,909,507,572,511
621,909,509,573,511
622,910,505,572,512
623,911,508,573,513
624,911,508,572,514
625,912,505,572,515
626,914,508,572,514
627,915,510,572,516
628,915,509,572,515
629,912,510,572,515
630,910,509,572,515
631,908,508,572,514
632,904,511,572,513
633,899,508,572,512
634,893,507,572,511
635,887,510,572,511
636,878,509,572,510
637,869,505,572,510
638,860,507,572,510
639,851,508,572,510
640,842,508,572,511
641,833,504,572,511
642,825,508,572,511
643,817,506,572,511
644,811,508,572,512
645,803,511,572,512
646,796,505,571,512
647,789,510,572,513
648,783,506,571,513
649,778,511,572,514
650,772,505,571,513
651,768,509,572,513
652,763,510,571,513
653,759,510,572,513
654,755,510,571,512
655,753,510,572,512
656,751,504,571,511
657,749,508,572,511
658,747,511,571,510
659,745,508,572,510
660,742,507,571,510
661,739,510,571,511
662,737,508,571,510
663,735,509,571,510
664,732,507,571,512
665,729,505,571,513
666,726,508,571,515
667,722,512,571,514
668,718,509,571,515
669,713,508,571,515
670,707,508,571,515
671,702,508,571,515
672,695,511,571,514
673,687,512,571,513
674,679,510,571,513
675,671,510,571,512
676,664,509,571,512
677,655,507,571,511
678,647,507,570,510
679,640,510,571,510
680,633,509,570,510
681,625,508,571,510
682,619,508,570,509
683,613,510,571,509
684,609,505,570,510
685,605,508,571,511
686,604,506,570,511
687,601,509,571,511
688,598,509,570,512
689,593,508,570,512
690,590,512,570,512
691,585,509,570,512
692,581,509,570,513
693,576,508,570,513
694,571,507,570,513
695,566,509,570,513
696,562,507,569,512
697,558,508,570,512
698,555,508,570,512
699,551,511,570,512
700,546,511,569,511
701,541,508,570,511
702,536,507,569,512
703,529,509,570,513
704,522,508,569,513
705,513,510,570,513
706,503,509,569,513
707,493,509,569,513
708,483,509,569,513
709,472,511,570,512
710,462,509,569,512
711,452,510,570,512
712,443,509,569,513
713,434,510,569,513
714,426,507,569,513
715,419,508,569,513
716,414,509,569,514
717,409,508,569,515
718,406,507,569,515
719,402,508,569,514
720,399,507,569,514
721,395,508,569,512
722,390,508,569,512
723,385,507,569,510
724,380,509,569,509
725,375,510,569,508
726,371,506,569,508
727,366,507,569,508
728,361,507,568,509
729,358,511,569,510
730,354,511,568,510
731,350,510,569,511
732,347,508,568,512
733,343,508,569,513
734,339,505,568,514
735,336,508,569,514
736,333,510,568,515
737,329,508,569,515
738,326,509,568,515
739,324,507,569,515
740,323,511,568,515
741,319,507,569,514
742,315,509,568,513
743,311,509,569,513
744,307,510,568,511
745,303,508,569,511
746,300,507,568,511
747,295,506,568,511
748,290,508,568,511
749,286,508,568,512
750,282,508,568,511
751,279,511,568,511
752,276,508,568,512
753,273,507,568,513
754,270,508,568,513
755,266,511,568,513
756,262,512,568,513
757,257,508,568,514
758,252,507,568,513
759,248,509,568,514
760,243,511,568,512
761,239,511,568,512
762,235,509,568,512
763,233,510,568,511
764,231,505,568,510
765,230,511,568,510
766,230,507,568,509
767,230,508,568,509
768,230,508,568,509
769,230,510,568,509
770,231,509,568,510
771,233,508,568,509
772,236,507,568,510
773,240,508,568,510
774,246,508,567,511
775,251,509,568,512
776,258,509,567,512
777,263,507,568,514
778,270,510,567,513
779,276,509,568,514
780,283,509,567,515
781,287,508,568,515
782,292,507,567,514
783,296,511,568,514
784,300,513,567,513
785,302,508,568,514
786,304,510,567,512
787,306,510,568,511
788,308,508,567,511
789,310,509,568,510
790,311,510,567,511
791,312,509,568,510
792,314,510,567,510
793,315,509,568,510
794,316,510,567,511
795,318,510,567,511
796,319,510,567,512
797,321,511,567,512
798,322,508,567,513
799,323,509,567,513
800,324,510,567,514
801,326,508,567,515
802,327,508,567,514
803,327,510,567,514
804,327,508,567,514
805,326,510,567,513
806,326,508,566,512
807,327,510,567,511
808,327,508,567,511
809,326,510,567,511
810,324,510,567,510
811,322,508,567,510
812,322,507,566,510
813,322,507,567,509
814,324,507,566,509
815,325,508,567,510
816,326,508,566,511
817,325,511,567,512
818,324,510,566,513
819,323,508,567,515
820,322,511,566,516
821,320,509,567,516
822,319,511,566,516
823,317,510,567,515
824,316,511,566,515
825,316,511,567,515
826,318,508,566,515
827,321,509,567,513
828,326,511,566,513
829,330,513,567,512
830,336,506,566,512
831,342,507,566,512
832,348,509,566,511
833,354,510,567,511
834,361,505,566,511
835,369,507,566,510
836,379,509,566,510
837,387,512,566,510
838,397,509,566,511
839,405,511,566,512
840,414,507,566,511
841,422,511,566,511
842,431,511,566,508
843,440,504,566,505
844,449,508,565,503
845,458,510,566,500
846,466,507,566,499
847,475,509,566,499
848,483,508,566,499
849,492,508,566,499
850,501,507,566,500
851,510,511,566,502
852,518,507,566,504
853,526,509,566,504
854,534,509,566,506
855,542,508,566,507
856,550,512,565,508
857,557,508,566,510
858,564,507,565,511
859,571,505,566,512
860,577,511,565,513
861,582,509,566,513
862,588,511,565,513
863,594,508,566,514
864,599,510,565,515
865,604,507,566,515
866,609,507,565,515
867,613,509,566,516
868,615,510,565,516
869,616,510,566,515
870,616,510,565,513
871,616,509,566,512
872,618,507,565,511
873,619,511,566,511
874,619,511,565,510
875,618,508,565,511
876,618,509,565,511
877,619,507,565,510
878,620,507,564,509
879,621,511,565,510
880,622,511,564,510
881,621,509,565,511
882,619,508,564,511
883,617,510,565,512
884,614,509,564,513
885,610,508,565,515
886,606,510,564,514
887,603,507,565,515
888,600,504,564,515
889,599,506,565,515
890,598,507,564,515
891,599,510,565,516
892,599,510,564,515
893,600,508,565,516
894,599,509,564,515
895,600,510,565,514
896,600,510,564,512
897,601,509,565,510
898,602,508,564,509
899,604,511,564,509
900,606,508,564,508
901,609,510,564,508
902,613,508,564,508
903,617,509,564,508
904,621,508,564,508
905,624,508,564,510
906,627,509,564,511
907,630,510,564,512
908,633,511,564,512
909,634,510,564,513
910,636,504,564,513
911,636,510,564,513
912,637,507,563,513
913,638,510,564,514
914,638,507,564,514
915,638,507,564,514
916,638,509,563,513
917,638,510,564,512
918,637,509,563,511
919,636,508,564,511
920,636,510,563,511
921,636,509,564,511
922,635,511,563,511
923,635,505,564,511
924,634,509,563,511
925,633,510,564,511
926,633,510,563,510
927,631,510,564,511
928,630,505,563,512
929,630,509,564,512
930,628,508,563,512
931,626,507,563,513
932,622,508,563,513
933,618,509,563,514
934,615,513,563,514
935,612,510,564,514
936,611,508,563,513
937,609,507,563,512
938,607,508,563,512
939,605,510,563,511
940,602,509,563,511
941,600,513,563,510
942,598,510,563,511
943,595,511,563,510
944,591,512,563,511
945,587,505,563,512
946,583,512,563,512
947,577,508,563,512
948,572,509,563,513
949,566,509,563,512
950,560,509,562,512
951,555,508,563,512
952,550,510,563,513
953,546,509,563,513
954,542,510,562,512
955,539,512,563,513
956,536,510,562,512
957,533,509,563,512
958,531,508,563,514
959,528,509,563,512
960,526,512,562,512
961,524,510,563,512
962,521,509,562,512
963,516,508,563,512
964,512,508,562,512
965,506,507,563,510
966,499,511,562,511
967,492,510,563,510
968,484,510,562,510
969,476,511,563,510
970,470,507,562,511
971,463,508,563,511
972,457,509,562,512
973,451,508,562,514
974,446,508,561,514
975,440,508,563,515
976,434,509,562,514
977,426,508,562,513
978,419,509,561,514
979,410,511,562,513
980,401,508,562,513
981,392,506,562,512
982,384,511,562,512
983,375,509,562,511
984,366,509,561,511
985,358,509,562,511
986,350,510,561,511
987,343,510,562,511
988,337,509,561,511
989,332,509,562,511
990,327,511,561,511
991,321,508,562,512
992,317,507,561,512
993,313,510,562,513
994,309,510,561,513
995,304,504,562,512
996,299,508,561,512
997,292,505,561,512
998,287,509,561,512
999,283,506,562,513
1000,279,508,561,513
1001,275,508,561,513
1002,271,511,561,513
1003,267,509,561,512
1004,265,511,561,512
1005,263,508,561,511
1006,263,511,561,511
1007,261,510,561,510
1008,259,510,561,510
1009,255,508,561,510
1010,250,515,560,509
1011,246,502,561,510
1012,241,509,560,510
1013,235,508,561,510
1014,230,510,560,511
1015,226,506,561,511
1016,222,507,560,513
1017,218,511,561,513
1018,215,512,560,514
1019,213,510,561,514
1020,211,509,560,514
1021,208,512,561,514
1022,207,509,560,513
1023,206,507,561,512
1024,206,511,560,512
1025,206,506,561,512
1026,207,509,560,512
1027,209,510,561,511
1028,212,509,560,511
1029,215,510,560,510
1030,217,509,560,510
1031,221,509,560,509
1032,225,509,560,511
1033,229,508,560,511
1034,232,508,560,511
1035,236,507,560,512
1036,239,508,560,512
1037,240,508,560,513
1038,242,511,560,515
1039,243,508,560,515
1040,245,512,560,515
1041,246,504,560,514
1042,247,509,560,513
1043,248,507,560,513
1044,250,506,560,513
1045,251,508,560,513
1046,252,508,559,512
1047,253,508,560,512
1048,254,507,560,511
1049,254,511,560,511
1050,256,508,559,511
1051,257,509,560,511
1052,257,512,559,511
1053,259,510,560,511
1054,259,510,559,511
1055,261,508,560,511
1056,263,509,559,512
1057,263,505,560,512
1058,265,504,559,512
1059,267,509,560,512
1060,268,511,559,513
1061,270,509,560,514
1062,271,509,559,514
1063,271,505,560,514
1064,271,510,559,514
1065,271,508,560,513
1066,273,511,559,513
1067,275,508,559,512
1068,275,511,559,512
1069,275,508,559,511
1070,275,510,559,512
1071,276,508,559,512
1072,279,505,559,512
1073,280,507,559,512
1074,282,508,559,511
1075,283,511,559,511
1076,283,511,559,511
1077,282,511,559,509
1078,281,509,559,510
1079,280,510,559,510
1080,278,508,558,511
1081,276,505,559,512
1082,274,508,558,513
1083,273,508,559,515
1084,272,511,558,514
1085,272,508,559,514
1086,272,509,558,514
1087,273,510,559,515
1088,273,508,558,515
1089,274,509,559,515
1090,275,509,558,514
1091,276,511,559,513
1092,279,508,558,512
1093,282,513,559,510
1094,287,508,558,510
1095,292,511,559,510
1096,298,508,558,511
1097,304,508,558,511
1098,310,510,558,512
1099,316,508,559,512
1100,322,510,558,513
1101,328,510,558,512
1102,334,511,558,513
1103,340,509,558,512
1104,345,505,558,512
1105,350,508,558,512
1106,355,509,558,512
1107,360,508,558,511
1108,365,507,558,512
1109,370,509,558,512
1110,375,509,558,512
1111,381,507,558,513
1112,386,509,558,512
1113,390,510,558,511
1114,393,508,557,510
1115,396,508,558,510
1116,399,511,557,510
1117,401,508,558,510
1118,404,512,557,511
1119,407,511,558,511
1120,411,515,557,511
1121,414,509,558,510
1122,417,510,557,511
1123,419,510,558,512
1124,423,511,557,512
1125,425,511,558,512
1126,429,508,557,513
1127,432,508,558,514
1128,435,508,557,514
1129,438,507,557,514
1130,441,506,557,513
1131,444,508,557,513
1132,445,510,556,512
1133,446,510,557,511
1134,446,511,556,511
1135,446,506,557,510
1136,447,512,556,510
1137,448,509,557,511
1138,447,510,557,511
1139,446,509,557,511
1140,445,511,556,511
1141,445,508,557,511
1142,444,512,556,511
1143,443,510,557,512
1144,440,509,556,512
1145,436,506,557,513
1146,431,513,556,513
1147,424,507,557,514
1148,418,507,556,513
1149,412,507,556,514
1150,405,508,556,513
1151,400,511,557,515
1152,396,508,556,515
1153,391,509,557,515
1154,387,509,556,515
1155,384,509,556,514
1156,382,511,556,513
1157,379,505,556,512
1158,377,509,556,511
1159,375,508,556,511
1160,373,511,556,510
1161,371,506,556,510
1162,370,504,556,509
1163,370,508,556,509
1164,371,508,556,509
1165,373,510,556,509
1166,375,508,556,510
1167,376,508,556,510
1168,377,510,556,510
1169,378,507,556,511
1170,381,512,555,512
1171,382,506,556,512
1172,384,510,556,513
1173,385,510,556,514
1174,386,510,555,514
1175,387,510,556,515
1176,387,512,555,515
1177,388,507,556,514
1178,387,512,555,513
1179,388,507,556,512
1180,388,508,555,511
1181,387,508,556,510
1182,388,510,555,510
1183,388,508,556,509
1184,388,508,555,509
1185,389,509,556,508
1186,390,508,555,508
1187,391,507,556,511
1188,391,510,555,511
1189,392,507,556,512
1190,393,512,555,514
1191,393,510,555,514
1192,395,507,555,515
1193,395,511,555,515
1194,396,504,555,515
1195,398,504,555,515
1196,400,512,555,515
1197,401,509,555,514
1198,401,510,555,513
1199,400,508,555,513
1200,398,509,554,513
1201,397,506,555,512
1202,396,508,554,513
1203,397,510,555,512
1204,398,510,554,511
1205,397,508,555,511
1206,398,509,554,509
1207,398,514,555,509
1208,399,508,554,510
1209,399,507,554,511
1210,399,510,554,511
1211,397,508,554,512
1212,394,509,554,512
1213,390,507,554,512
1214,385,510,554,513
1215,381,512,554,512
1216,377,508,554,513
1217,374,507,554,513
1218,372,510,554,512
1219,369,513,554,513
1220,368,508,554,512
1221,366,508,554,511
1222,364,510,553,511
1223,362,507,554,510
1224,361,503,553,511
1225,360,510,554,510
1226,360,508,553,510
1227,361,509,554,511
1228,361,512,553,511
1229,363,508,554,512
1230,364,509,553,513
1231,366,508,553,513
1232,367,509,553,514
1233,369,508,553,516
1234,371,510,553,515
1235,373,509,553,515
1236,376,514,553,514
1237,378,507,553,513
1238,381,506,553,512
1239,384,507,553,512
1240,386,508,553,511
1241,388,508,553,510
1242,390,508,553,511
1243,391,509,553,511
1244,392,511,553,511
1245,392,509,553,511
1246,392,509,553,511
1247,391,507,553,510
1248,391,511,552,509
1249,391,509,553,509
1250,390,505,552,509
1251,390,507,553,509
1252,390,507,552,510
1253,390,508,553,511
1254,391,510,552,512
1255,392,507,553,511
1256,395,507,552,512
1257,396,506,553,513
1258,398,508,552,514
1259,399,508,553,515
1260,401,508,552,515
1261,403,512,552,515
1262,405,509,552,515
1263,407,508,553,515
1264,407,509,552,514
1265,406,512,552,513
1266,405,509,552,513
1267,403,510,552,512
1268,403,510,552,511
1269,402,510,552,511
1270,400,506,552,511
1271,399,505,552,511
1272,398,511,552,511
1273,398,508,552,509
1274,399,512,552,510
1275,399,510,552,510
1276,400,509,552,511
1277,399,508,552,512
1278,397,509,551,513
1279,393,511,552,513
1280,390,512,551,513
1281,384,511,552,513
1282,379,512,551,513
1283,375,508,552,514
1284,370,507,551,514
1285,366,506,552,514
1286,364,508,551,513
1287,362,509,552,512
1288,361,509,551,513
1289,360,511,552,512
1290,359,512,551,510
1291,359,509,551,510
1292,359,512,551,510
1293,359,508,551,510
1294,361,511,551,511
1295,363,509,551,511
1296,366,510,551,511
1297,369,509,551,511
1298,372,509,551,511
1299,377,502,551,513
1300,382,509,551,512
1301,387,508,551,513
1302,392,510,551,512
1303,397,508,551,513
1304,402,510,551,512
1305,405,508,551,512
1306,409,510,551,512
1307,412,509,551,511
1308,415,510,551,512
1309,417,506,551,511
1310,420,510,551,511
1311,422,509,551,512
1312,424,510,551,511
1313,425,511,551,511
1314,427,507,551,511
1315,428,511,551,511
1316,429,512,550,511
1317,431,507,551,510
1318,432,507,550,511
1319,433,505,551,511
1320,435,509,550,512
1321,436,509,551,512
1322,438,510,550,513
1323,439,509,551,512
1324,441,514,550,513
1325,442,510,551,513
1326,444,509,550,515
1327,444,507,550,514
1328,446,506,550,514
1329,448,510,550,515
1330,449,513,550,515
1331,451,508,550,514
1332,451,510,550,513
1333,449,507,550,512
1334,448,509,550,512
1335,448,510,550,511
1336,448,508,550,511
1337,447,509,550,510
1338,444,509,550,510
1339,441,508,550,510
1340,440,506,549,510
1341,440,514,550,511
1342,440,505,550,512
1343,439,507,550,512
1344,438,508,550,514
1345,435,508,550,515
1346,433,509,549,514
1347,431,510,550,514
1348,427,508,549,514
1349,423,510,550,513
1350,419,510,549,512
1351,415,509,550,512
1352,412,511,549,512
1353,409,508,550,511
1354,407,512,549,511
1355,405,505,550,511
1356,404,508,549,510
1357,403,510,549,511
1358,401,511,549,510
1359,401,505,549,510
1360,400,507,549,509
