index,resp,emg,eda,ppg,acc_x,acc_z
490,440,1022,48,507,37,34
491,437,0,47,504,37,34
492,434,1022,48,503,37,34
493,431,0,47,502,37,34
494,428,1022,48,502,37,34
495,424,0,47,505,37,34
496,420,1022,49,512,37,34
497,417,0,47,522,37,34
498,415,1022,48,531,37,34
499,415,0,47,539,37,34
500,417,1022,48,546,37,34
501,418,0,47,550,37,34
502,416,1022,49,554,37,34
503,412,0,47,556,37,34
504,407,1022,47,555,37,34
505,401,0,47,552,37,34
506,393,1022,46,548,37,34
507,386,0,48,543,37,34
508,378,1022,46,537,37,34
509,372,0,47,535,37,34
510,368,1022,48,532,37,34
511,368,0,47,529,37,34
512,371,1022,46,526,37,34
513,377,0,47,523,37,34
514,384,1022,46,519,37,34
515,395,0,48,515,37,34
516,408,1022,46,514,37,34
517,423,0,47,513,37,34
518,443,1022,46,515,37,34
519,466,0,47,515,37,34
520,493,1022,46,515,37,34
521,524,0,47,514,37,34
522,556,1022,47,515,37,34
523,588,0,47,514,37,34
524,618,1022,49,515,37,34
525,647,0,47,517,37,34
526,672,1022,49,518,37,34
527,696,0,47,521,37,34
528,718,1022,47,524,37,34
529,737,0,47,525,37,34
530,756,1022,48,527,37,34
531,774,0,47,528,37,34
532,790,1022,49,531,37,34
533,805,0,47,533,37,34
534,818,1022,48,532,37,34
535,831,0,47,531,37,34
536,844,1022,48,530,37,34
537,856,0,47,528,37,34
538,866,1022,49,526,37,34
539,876,0,47,526,37,34
540,886,1022,47,524,37,34
541,894,0,47,521,37,34
542,903,1022,46,517,37,34
543,910,0,47,514,37,34
544,918,1022,48,510,37,34
545,925,0,47,507,37,34
546,931,1022,46,504,37,34
547,937,0,47,501,37,34
548,943,1022,47,500,37,34
549,947,0,47,498,37,34
550,953,1022,48,497,37,34
551,957,0,47,494,37,34
552,960,1022,49,495,37,34
553,962,0,47,494,37,34
554,958,1022,48,497,37,34
555,952,0,47,502,37,34
556,937,1022,46,505,37,34
557,917,0,47,508,37,34
558,888,1022,48,510,37,34
559,852,0,47,512,37,34
560,810,1022,47,511,37,34
561,761,0,47,512,37,34
562,711,1022,47,514,37,34
563,664,0,47,515,37,34
564,620,1022,48,514,37,34
565,580,0,47,513,37,34
566,541,1022,49,510,37,34
567,505,0,47,507,37,34
568,471,1022,46,505,37,34
569,439,0,47,503,37,34
570,411,1022,48,502,37,34
571,384,0,47,503,37,34
572,359,1022,46,505,37,34
573,336,0,47,507,37,34
574,315,1022,46,510,37,34
575,297,0,47,512,37,34
576,282,1022,48,513,37,34
577,269,0,47,512,37,34
578,257,1022,46,507,37,34
579,248,0,47,502,37,34
580,240,1022,49,499,37,34
581,233,0,47,498,37,34
582,227,1022,46,499,37,34
583,220,0,47,501,37,34
584,214,1022,47,502,37,34
585,207,0,47,502,37,34
586,200,1022,49,500,37,34
587,193,0,47,499,37,34
588,187,1022,49,499,37,34
589,181,0,47,500,37,34
590,175,1022,49,501,37,34
591,169,0,47,502,37,34
592,163,1022,49,501,37,34
593,159,0,47,500,37,34
594,154,1022,46,498,37,34
595,149,0,47,497,37,34
596,145,1022,46,497,37,34
597,141,0,47,496,37,34
598,137,1022,49,495,37,34
599,134,0,47,495,37,34
600,131,1022,47,496,37,34
601,128,0,47,497,37,34
602,124,1022,49,499,37,34
603,119,0,47,500,37,34
604,113,1022,46,502,37,34
605,106,0,47,502,37,34
606,99,1022,46,503,37,34
607,92,0,47,501,37,34
608,86,1022,49,499,37,34
609,81,0,47,497,37,34
610,75,1022,48,496,37,34
611,72,0,47,496,37,34
612,72,1022,46,494,37,34
613,76,0,47,492,37,34
614,83,1022,46,489,37,34
615,93,0,47,487,37,34
616,107,1022,49,486,37,34
617,123,0,47,487,37,34
618,142,1022,49,486,37,34
619,163,0,47,486,37,34
620,188,1022,49,487,37,34
621,216,0,47,488,37,34
622,244,1022,48,490,37,34
623,274,0,47,487,37,34
624,304,1022,47,483,37,34
625,334,0,47,481,37,34
626,365,1022,46,482,37,34
627,397,0,47,486,37,34
628,428,1022,48,493,37,34
629,459,0,47,502,37,34
630,489,1022,49,511,37,34
631,519,0,47,520,37,34
632,548,1022,46,525,37,34
633,578,0,47,526,37,34
634,607,1022,46,525,37,34
635,635,0,47,522,37,34
636,660,1022,48,519,37,34
637,683,0,47,516,37,34
638,705,1022,46,516,37,34
639,725,0,47,516,37,34
640,744,1022,48,517,37,34
641,762,0,47,518,37,34
642,778,1022,49,521,37,34
643,793,0,47,521,37,34
644,808,1022,47,519,37,34
645,822,0,47,518,37,34
646,834,1022,46,517,37,34
647,846,0,47,517,37,34
648,857,1022,47,520,37,34
649,868,0,47,523,37,34
650,877,1022,47,526,37,34
651,887,0,48,524,37,34
652,895,1022,46,519,37,34
653,903,0,48,513,37,34
654,911,1022,46,506,37,34
655,918,0,47,502,37,34
656,924,1022,48,501,37,34
657,931,0,47,498,37,34
658,937,1022,48,497,37,34
659,942,0,47,495,37,34
660,945,1022,48,491,37,34
661,946,0,47,485,37,34
662,941,1022,47,479,37,34
663,931,0,47,473,37,34
664,912,1022,46,470,37,34
665,884,0,47,468,37,34
666,847,1022,49,470,37,34
667,801,0,47,473,37,34
668,748,1022,48,477,37,34
669,698,0,47,480,37,34
670,652,1022,46,483,37,34
671,609,0,47,483,37,34
672,569,1022,46,482,37,34
673,531,0,47,480,37,34
674,495,1022,47,479,37,34
675,462,0,47,480,37,34
676,431,1022,47,480,37,34
677,403,0,47,478,37,34
678,376,1022,48,478,37,34
679,353,0,47,479,37,34
680,330,1022,48,483,37,34
681,309,0,47,491,37,34
682,289,1022,49,499,37,34
683,271,0,47,509,37,34
684,254,1022,47,518,37,34
685,239,0,47,527,37,34
686,224,1022,46,533,37,34
687,212,0,47,536,37,34
688,202,1022,48,538,37,34
689,192,0,47,541,37,34
690,182,1022,49,540,37,34
691,172,0,47,540,37,34
692,163,1022,46,541,37,34
693,156,0,47,543,37,34
694,150,1022,48,548,37,34
695,144,0,47,556,37,34
696,140,1022,49,563,37,34
697,135,0,47,570,37,34
698,132,1022,47,576,37,34
699,129,0,47,581,37,34
700,126,1022,47,584,37,34
701,123,0,48,586,37,34
702,121,1022,46,586,37,34
703,119,0,47,586,37,34
704,119,1022,46,588,37,34
705,118,0,47,591,37,34
706,118,1022,49,595,37,34
707,118,0,47,601,37,34
708,118,1022,47,605,37,34
709,118,0,47,607,37,34
710,117,1022,46,606,37,34
711,117,0,47,602,37,34
712,116,1022,48,595,37,34
713,116,0,47,587,37,34
714,116,1022,47,577,37,34
715,116,0,47,569,37,34
716,117,1022,48,563,37,34
717,118,0,47,560,37,34
718,118,1022,47,557,37,34
719,119,0,47,555,37,34
720,119,1022,46,555,37,34
721,120,0,47,553,37,34
722,120,1022,49,551,37,34
723,122,0,47,547,37,34
724,124,1022,49,541,37,34
725,127,0,47,534,37,34
726,131,1022,47,528,37,34
727,137,0,47,521,37,34
728,144,1022,46,517,37,34
729,155,0,47,512,37,34
730,166,1022,48,510,37,34
731,180,0,47,512,37,34
732,193,1022,48,516,37,34
733,208,0,47,521,37,34
734,223,1022,48,530,37,34
735,242,0,47,538,37,34
736,263,1022,47,544,37,34
737,289,0,47,547,37,34
738,317,1022,46,547,37,34
739,350,0,47,547,37,34
740,388,1022,47,545,37,34
741,430,0,47,545,37,34
742,468,1022,49,545,37,34
743,505,0,47,545,37,34
744,539,1022,48,545,37,34
745,572,0,47,543,37,34
746,602,1022,47,537,37,34
747,630,0,48,532,37,34
748,655,1022,46,527,37,34
749,679,0,47,525,37,34
750,701,1022,48,525,37,34
751,722,0,47,529,37,34
752,741,1022,46,535,37,34
753,759,0,47,541,37,34
754,775,1022,46,546,37,34
755,791,0,47,551,37,34
756,806,1022,48,554,37,34
757,819,0,47,556,37,34
758,832,1022,48,557,37,34
759,844,0,47,558,37,34
760,855,1022,49,556,37,34
761,866,0,47,552,37,34
762,876,1022,47,546,37,34
763,885,0,48,540,37,34
764,894,1022,47,534,37,34
765,902,0,47,529,37,34
766,909,1022,49,529,37,34
767,916,0,47,530,37,34
768,923,1022,47,533,37,34
769,929,0,47,536,37,34
770,935,1022,46,538,37,34
771,941,0,47,539,37,34
772,946,1022,48,539,37,34
773,951,0,47,539,37,34
774,955,1022,46,537,37,34
775,960,0,47,533,37,34
776,964,1022,49,533,37,34
777,967,0,47,531,37,34
778,971,1022,48,528,37,34
779,974,0,47,525,37,34
780,977,1022,46,520,37,34
781,980,0,47,513,37,34
782,983,1022,49,509,37,34
783,986,0,47,505,37,34
784,988,1022,47,499,37,34
785,991,0,47,494,37,34
786,992,1022,47,487,37,34
787,993,0,48,477,37,34
788,994,1022,47,466,37,34
789,992,0,47,455,37,34
790,988,1022,48,448,37,34
791,983,0,47,444,37,34
792,975,1022,47,445,37,34
793,966,0,47,448,37,34
794,953,1022,49,451,37,34
795,940,0,47,455,37,34
796,924,1022,49,458,37,34
797,908,0,47,456,37,34
798,887,1022,49,450,37,34
799,861,0,47,444,37,34
800,828,1022,49,435,37,34
801,786,0,47,426,37,34
802,735,1022,46,421,37,34
803,687,0,47,419,37,34
804,642,1022,48,423,37,34
805,601,0,47,428,37,34
806,561,1022,46,429,37,34
807,524,0,47,429,37,34
808,489,1022,46,425,37,34
809,457,0,47,417,37,34
810,427,1022,46,411,37,34
811,399,0,47,406,37,34
812,374,1022,47,405,37,34
813,350,0,47,407,37,34
814,329,1022,48,409,37,34
815,309,0,47,412,37,34
816,291,1022,48,412,37,34
817,273,0,47,410,37,34
818,255,1022,48,403,37,34
819,239,0,48,398,37,34
820,224,1022,46,392,37,34
821,211,0,47,386,37,34
822,198,1022,48,378,37,34
823,186,0,47,371,37,34
824,176,1022,47,361,37,34
825,167,0,47,350,37,34
826,158,1022,48,338,37,34
827,149,0,47,327,37,34
828,142,1022,48,314,37,34
829,135,0,47,301,37,34
830,128,1022,48,289,37,34
831,122,0,47,278,37,34
832,117,1022,49,267,37,34
833,112,0,47,259,37,34
834,107,1022,47,253,37,34
835,103,0,48,248,37,34
836,100,1022,46,243,37,34
837,97,0,47,240,37,34
838,94,1022,46,238,37,34
839,91,0,47,235,37,34
840,87,1022,48,231,37,34
841,84,0,47,228,37,34
842,82,1022,46,224,37,34
843,81,0,47,225,37,34
844,80,1022,48,231,37,34
845,80,0,47,242,37,34
846,79,1022,47,257,37,34
847,79,0,47,275,37,34
848,79,1022,48,291,37,34
849,80,0,47,307,37,34
850,79,1022,48,327,37,34
851,81,0,47,353,37,34
852,81,1022,49,390,37,34
853,83,0,47,432,37,34
854,84,1022,47,480,37,34
855,86,0,47,526,37,34
856,87,1022,46,568,37,34
857,90,0,47,601,37,34
858,91,1022,48,624,37,34
859,93,0,47,633,37,34
860,95,1022,48,632,37,34
861,97,0,47,619,37,34
862,99,1022,47,599,37,34
863,102,0,47,575,37,34
864,105,1022,46,551,37,34
865,110,0,47,530,37,34
866,114,1022,49,511,37,34
867,121,0,47,488,37,34
868,127,1022,46,463,37,34
869,137,0,47,437,37,34
870,148,1022,47,409,37,34
871,165,0,47,384,37,34
872,185,1022,48,360,37,34
873,212,0,47,339,37,34
874,240,1022,48,324,37,34
875,271,0,47,316,37,34
876,304,1022,46,315,37,34
877,339,0,47,322,37,34
878,374,1022,46,338,37,34
879,411,0,47,362,37,34
880,447,1022,48,393,37,34
881,484,0,47,425,37,34
882,519,1022,48,456,37,34
883,553,0,47,483,37,34
884,584,1022,49,507,37,34
885,613,0,47,527,37,34
886,639,1022,46,540,37,34
887,664,0,47,551,37,34
888,688,1022,48,560,37,34
889,709,0,47,564,37,34
890,728,1022,49,568,37,34
891,748,0,47,569,37,34
892,765,1022,49,570,37,34
893,782,0,47,568,37,34
894,796,1022,49,568,37,34
895,811,0,47,565,37,34
896,824,1022,46,564,37,34
897,836,0,47,562,37,34
898,848,1022,49,558,37,34
899,858,0,47,553,37,34
900,870,1022,48,549,37,34
901,880,0,47,543,37,34
902,888,1022,48,540,37,34
903,896,0,47,540,37,34
904,904,1022,47,541,37,34
905,912,0,48,543,37,34
906,918,1022,48,545,37,34
907,923,0,47,544,37,34
908,927,1022,48,541,37,34
909,929,0,47,537,37,34
910,929,1022,49,534,37,34
911,928,0,47,533,37,34
912,924,1022,49,533,37,34
913,920,0,47,536,37,34
914,915,1022,49,541,37,34
915,910,0,47,545,37,34
916,904,1022,47,549,37,34
917,899,0,47,551,37,34
918,892,1022,48,550,37,34
919,885,0,47,548,37,34
920,876,1022,48,547,37,34
921,866,0,47,548,37,34
922,854,1022,47,550,37,34
923,841,0,47,552,37,34
924,826,1022,47,558,37,34
925,808,0,47,561,37,34
926,788,1022,46,562,37,34
927,764,0,47,565,37,34
928,737,1022,46,566,37,34
929,707,0,47,567,37,34
930,673,1022,49,567,37,34
931,636,0,47,567,37,34
932,598,1022,48,568,37,34
933,558,0,47,567,37,34
934,520,1022,48,565,37,34
935,485,0,47,561,37,34
936,452,1022,46,555,37,34
937,423,0,47,546,37,34
938,395,1022,48,535,37,34
939,370,0,47,527,37,34
940,346,1022,49,518,37,34
941,324,0,47,510,37,34
942,304,1022,48,504,37,34
943,284,0,47,502,37,34
944,267,1022,47,500,37,34
945,251,0,47,499,37,34
946,236,1022,48,497,37,34
947,222,0,47,496,37,34
948,208,1022,48,495,37,34
949,196,0,47,492,37,34
950,185,1022,48,488,37,34
951,174,0,47,486,37,34
952,164,1022,48,482,37,34
953,156,0,47,477,37,34
954,147,1022,47,473,37,34
955,140,0,47,467,37,34
956,134,1022,47,462,37,34
957,128,0,47,456,37,34
958,121,1022,47,451,37,34
959,116,0,47,446,37,34
960,112,1022,48,440,37,34
961,108,0,47,433,37,34
962,103,1022,48,425,37,34
