index,pzt
1009,579
1010,595
1011,610
1012,621
1013,629
1014,633
1015,634
1016,630
1017,620
1018,608
1019,593
1020,577
1021,561
1022,546
1023,534
1024,524
1025,512
1026,505
1027,497
1028,493
1029,492
1030,491
1031,492
1032,493
1033,495
1034,501
1035,507
1036,514
1037,520
1038,526
1039,530
1040,533
1041,535
1042,535
1043,531
1044,529
1045,526
1046,524
1047,519
1048,515
1049,512
1050,510
1051,508
1052,506
1053,504
1054,503
1055,501
1056,499
1057,498
1058,496
1059,495
1060,495
1061,494
1062,494
1063,493
1064,494
1065,495
1066,493
1067,493
1068,495
1069,496
1070,496
1071,494
1072,492
1073,493
1074,495
1075,495
1076,498
1077,499
1078,500
1079,499
1080,499
1081,498
1082,499
1083,503
1084,511
1085,521
1086,534
1087,550
1088,568
1089,587
1090,607
1091,624
1092,639
1093,651
1094,658
1095,659
1096,658
1097,650
1098,641
1099,629
1100,616
1101,599
1102,583
1103,568
1104,552
1105,539
1106,528
1107,519
1108,510
1109,504
1110,499
1111,497
1112,495
1113,496
1114,501
1115,506
1116,512
1117,519
1118,525
1119,530
1120,535
1121,539
1122,541
1123,543
1124,543
1125,540
1126,538
1127,533
1128,531
1129,526
1130,522
1131,517
1132,513
1133,510
1134,507
1135,502
1136,497
1137,494
1138,494
1139,493
1140,494
1141,492
1142,492
1143,492
1144,492
1145,492
1146,494
1147,494
1148,495
1149,495
1150,494
1151,491
1152,492
1153,494
1154,494
1155,495
1156,496
1157,496
1158,496
1159,497
1160,497
1161,495
1162,495
1163,494
1164,496
1165,497
1166,500
1167,505
1168,513
1169,525
1170,539
1171,556
1172,576
1173,597
1174,618
1175,638
1176,653
1177,665
1178,673
1179,676
1180,675
1181,668
1182,657
1183,644
1184,630
1185,613
1186,596
1187,579
1188,562
1189,547
1190,535
1191,525
1192,516
1193,508
1194,504
1195,502
1196,502
1197,502
1198,505
1199,508
1200,512
1201,519
1202,525
1203,531
1204,537
1205,541
1206,543
1207,546
1208,545
1209,545
1210,543
1211,539
1212,533
1213,528
1214,523
1215,517
1216,511
1217,507
1218,503
1219,499
1220,497
1221,496
1222,494
1223,493
1224,491
1225,490
1226,488
1227,488
1228,488
1229,489
1230,489
1231,490
1232,489
1233,489
1234,487
1235,487
1236,484
1237,484
1238,484
1239,487
1240,487
1241,488
1242,488
1243,489
1244,488
1245,487
1246,486
1247,486
1248,487
1249,487
1250,486
1251,487
1252,488
1253,488
1254,491
1255,494
1256,502
1257,514
1258,529
1259,548
1260,568
1261,591
1262,614
1263,635
1264,654
1265,666
1266,672
1267,675
1268,672
1269,665
1270,655
1271,639
1272,623
1273,606
1274,589
1275,572
1276,554
1277,538
1278,524
1279,511
1280,500
1281,492
1282,487
1283,483
1284,483
1285,485
1286,489
1287,495
1288,500
1289,509
1290,517
1291,524
1292,528
1293,533
1294,539
1295,540
1296,540
1297,538
1298,539
1299,536
1300,531
1301,526
1302,520
1303,514
1304,508
1305,503
1306,499
1307,495
1308,488
1309,485
1310,483
1311,482
1312,481
1313,483
1314,486
1315,487
1316,487
1317,488
1318,489
1319,490
1320,491
1321,492
1322,491
1323,489
1324,488
1325,488
1326,488
1327,489
1328,489
1329,489
1330,487
1331,485
1332,482
1333,480
1334,479
1335,479
1336,478
1337,479
1338,481
1339,486
1340,494
1341,504
1342,518
1343,536
1344,556
1345,575
1346,599
1347,618
1348,636
1349,648
1350,659
1351,665
1352,669
1353,667
1354,659
1355,647
1356,635
1357,618
1358,599
1359,578
1360,559
1361,541
1362,526
1363,512
1364,502
1365,492
1366,487
1367,480
1368,477
1369,474
1370,476
1371,478
1372,483
1373,489
1374,498
1375,504
1376,511
1377,518
1378,523
1379,528
1380,531
1381,532
1382,531
1383,529
1384,526
1385,522
1386,515
1387,510
1388,504
1389,499
1390,492
1391,486
1392,481
1393,478
1394,476
1395,473
1396,473
1397,474
1398,475
1399,476
1400,480
1401,481
1402,481
1403,481
1404,481
1405,480
1406,480
1407,481
1408,481
1409,484
1410,487
1411,488
1412,490
1413,491
1414,493
1415,492
1416,490
1417,486
1418,483
1419,479
1420,476
1421,473
1422,470
1423,468
1424,467
1425,470
1426,477
1427,489
1428,503
1429,521
1430,544
1431,568
1432,591
1433,612
1434,631
1435,645
1436,655
1437,658
1438,657
1439,651
1440,641
1441,628
1442,614
1443,598
1444,581
1445,566
1446,553
1447,540
1448,529
1449,521
1450,514
1451,507
1452,501
1453,497
1454,495
1455,493
1456,493
1457,494
1458,497
1459,500
1460,503
1461,508
1462,516
1463,521
1464,528
1465,532
1466,534
1467,536
1468,537
1469,536
1470,534
1471,529
1472,524
1473,519
1474,512
1475,507
1476,502
1477,496
1478,493
1479,490
1480,487
1481,483
1482,479
1483,476
1484,474
1485,475
1486,476
1487,477
1488,478
1489,480
1490,482
1491,483
1492,486
1493,487
1494,489
1495,490
1496,491
1497,492
1498,491
1499,491
1500,491
1501,490
1502,490
1503,491
1504,491
1505,491
1506,492
1507,493
1508,495
1509,495
1510,495
1511,495
1512,498
1513,505
1514,515
1515,528
1516,544
1517,561
1518,578
1519,596
1520,611
1521,626
1522,635
1523,643
1524,648
1525,650
1526,646
1527,638
1528,626
1529,614
1530,599
1531,583
1532,568
1533,553
1534,537
1535,525
1536,514
1537,505
1538,499
1539,494
1540,491
1541,488
1542,488
1543,486
1544,487
1545,489
1546,491
1547,494
1548,497
1549,501
1550,504
1551,506
1552,509
1553,513
1554,517
1555,520
1556,522
1557,524
1558,521
1559,517
1560,514
1561,511
1562,504
1563,501
1564,497
1565,496
1566,496
1567,493
1568,491
1569,487
1570,484
1571,481
1572,482
1573,484
1574,487
1575,489
1576,493
1577,496
1578,497
1579,496
1580,494
1581,494
1582,493
1583,492
1584,492
1585,492
1586,492
1587,491
1588,489
1589,486
1590,484
1591,481
1592,479
1593,479
1594,480
1595,482
1596,490
1597,500
1598,513
1599,529
1600,547
1601,566
1602,584
1603,600
1604,613
1605,622
1606,627
1607,626
1608,620
1609,611
1610,601
1611,591
1612,576
1613,562
1614,547
1615,534
1616,521
1617,510
1618,500
1619,491
1620,484
1621,480
1622,478
1623,477
1624,477
1625,479
1626,482
1627,486
1628,491
1629,499
1630,505
1631,510
1632,515
1633,518
1634,522
1635,527
1636,532
1637,536
1638,538
1639,538
1640,539
1641,536
1642,532
1643,528
1644,524
1645,522
1646,520
1647,516
1648,513
1649,509
1650,504
1651,497
1652,494
1653,489
1654,488
1655,488
1656,487
1657,488
1658,489
1659,489
1660,490
1661,489
1662,488
1663,488
1664,487
1665,488
1666,487
1667,487
1668,485
1669,484
1670,483
1671,480
1672,478
1673,477
1674,476
1675,478
1676,481
1677,486
1678,494
1679,507
1680,521
1681,537
1682,555
1683,572
1684,590
1685,606
1686,616
1687,623
1688,627
1689,626
1690,622
1691,614
1692,603
1693,590
1694,575
1695,561
1696,547
1697,533
1698,519
1699,509
1700,499
1701,491
1702,483
1703,479
1704,476
1705,475
1706,476
1707,476
1708,480
1709,484
1710,491
1711,495
1712,500
1713,504
1714,504
1715,504
1716,504
1717,505
1718,506
1719,507
1720,508
1721,506
1722,504
1723,503
1724,499
1725,496
1726,493
1727,489
1728,485
1729,483
1730,483
1731,482
1732,481
1733,480
1734,482
1735,483
1736,483
1737,483
1738,484
1739,485
1740,485
1741,487
1742,489
1743,488
1744,487
1745,484
1746,481
1747,480
1748,478
1749,476
1750,476
1751,474
1752,474
1753,475
1754,477
1755,475
1756,473
1757,471
1758,470
1759,468
1760,467
1761,469
1762,473
1763,481
1764,494
1765,509
1766,524
1767,540
1768,555
1769,572
1770,584
1771,598
1772,607
1773,614
1774,617
1775,615
1776,611
1777,603
1778,594
1779,579
1780,563
1781,544
1782,529
1783,515
1784,501
1785,489
1786,480
1787,472
1788,466
1789,462
1790,463
1791,461
1792,463
1793,465
1794,470
1795,475
1796,481
1797,487
1798,493
1799,498
1800,504
1801,510
1802,512
1803,513
1804,512
1805,509
1806,506
1807,504
1808,503
1809,500
1810,496
1811,492
1812,487
1813,483
1814,479
1815,477
1816,477
1817,477
1818,476
1819,477
1820,476
1821,478
1822,480
1823,482
1824,483
1825,483
1826,483
1827,480
1828,477
1829,476
1830,474
1831,473
1832,472
1833,472
1834,472
1835,473
1836,474
1837,475
1838,475
1839,475
1840,476
1841,476
1842,476
1843,475
1844,475
1845,478
1846,482
1847,490
1848,499
1849,509
1850,523
1851,539
1852,554
1853,569
1854,584
1855,595
1856,604
1857,609
1858,610
1859,607
1860,603
1861,594
1862,583
1863,572
1864,560
1865,549
1866,537
1867,523
1868,511
1869,500
1870,491
1871,484
1872,479
1873,474
1874,472
1875,470
1876,471
1877,470
1878,473
1879,477
1880,481
1881,489
1882,496
1883,504
1884,510
1885,515
1886,520
1887,523
1888,523
1889,523
1890,520
1891,516
1892,509
1893,503
1894,497
1895,491
1896,486
1897,483
1898,479
1899,475
1900,473
1901,473
1902,475
1903,478
1904,479
1905,481
1906,482
1907,483
1908,481
1909,481
1910,480
1911,477
1912,476
1913,478
1914,477
1915,478
1916,480
1917,481
1918,482
1919,484
1920,486
1921,485
1922,485
1923,486
1924,484
1925,482
1926,479
1927,478
1928,479
1929,483
1930,488
1931,495
1932,505
1933,519
1934,536
1935,554
1936,572
1937,590
1938,605
1939,613
1940,619
1941,622
1942,622
1943,618
1944,611
1945,604
1946,593
1947,579
1948,566
1949,553
1950,540
1951,527
1952,515
1953,504
1954,495
1955,486
1956,478
1957,473
1958,471
1959,471
1960,472
1961,474
1962,479
1963,483
1964,486
1965,491
1966,498
1967,505
1968,511
1969,517
1970,519
1971,519
1972,518
1973,516
1974,514
1975,510
1976,505
1977,500
1978,497
1979,495
1980,492
1981,488
1982,485
1983,482
1984,478
1985,476
1986,473
1987,472
1988,472
1989,472
1990,474
1991,475
1992,476
1993,478
1994,480
1995,481
1996,481
1997,480
1998,480
1999,480
2000,480
2001,478
2002,477
2003,476
2004,475
2005,475
2006,475
2007,473
2008,475
2009,477
2010,480
2011,482
2012,484
2013,486
2014,487
2015,489
2016,495
2017,500
2018,507
2019,518
2020,530
2021,545
2022,562
2023,577
2024,591
2025,601
2026,607
2027,609
2028,605
2029,600
2030,591
2031,583
2032,574
2033,563
2034,552
2035,539
2036,527
2037,518
2038,508
2039,500
2040,491
2041,484
2042,480
2043,477
2044,477
2045,476
2046,478
2047,481
2048,485
2049,489
2050,494
2051,499
2052,503
2053,507
2054,512
2055,515
2056,516
2057,519
2058,519
2059,517
2060,517
2061,517
2062,516
2063,515
2064,514
2065,511
2066,507
2067,503
2068,502
2069,502
2070,499
2071,497
2072,494
2073,493
2074,491
2075,492
2076,494
2077,493
2078,492
2079,494
2080,496
2081,498
2082,501
2083,504
2084,505
2085,507
2086,508
2087,510
2088,511
2089,509
2090,507
2091,506
2092,502
2093,501
2094,500
2095,499
2096,497
2097,496
2098,496
2099,496
2100,498
2101,501
2102,506
2103,512
2104,520
2105,530
2106,543
2107,556
2108,568
2109,581
2110,590
2111,596
2112,600
2113,600
2114,597
2115,590
2116,580
2117,571
2118,562
2119,552
2120,541
2121,531
2122,520
2123,511
2124,500
2125,489
2126,483
2127,479
2128,477
2129,475
2130,477
2131,479
2132,481
2133,483
2134,486
2135,489
2136,494
2137,498
2138,504
2139,508
2140,511
2141,515
2142,517
2143,517
2144,516
2145,516
2146,515
2147,512
2148,508
2149,507
2150,504
2151,501
2152,497
2153,492
2154,490
2155,489
2156,488
2157,488
2158,487
2159,484
2160,483
2161,484
2162,488
2163,491
2164,491
2165,491
2166,491
2167,490
2168,489
2169,488
2170,489
2171,487
2172,488
2173,489
2174,493
2175,492
2176,491
2177,491
2178,491
2179,492
2180,494
2181,495
2182,497
2183,501
2184,509
2185,518
2186,531
2187,546
2188,561
2189,577
2190,590
2191,603
2192,613
2193,620
2194,622
2195,619
2196,613
2197,604
2198,593
2199,580
2200,567
2201,552
2202,539
2203,526
2204,517
2205,509
2206,501
2207,495
2208,489
2209,486
2210,484
2211,482
2212,481
2213,481
2214,484
2215,487
2216,491
2217,495
2218,498
2219,502
2220,505
2221,508
2222,511
2223,512
2224,512
2225,513
2226,513
2227,511
2228,508
2229,506
2230,505
2231,500
2232,496
2233,493
2234,491
2235,491
2236,489
2237,488
2238,487
2239,486
2240,484
2241,484
2242,484
2243,484
2244,485
2245,484
2246,484
2247,484
2248,483
2249,481
2250,481
2251,481
2252,480
2253,482
2254,485
2255,489
2256,492
2257,491
2258,491
2259,491
2260,491
2261,489
2262,491
2263,491
2264,492
2265,493
2266,497
2267,505
2268,513
2269,526
2270,543
2271,561
2272,579
2273,596
2274,611
2275,623
2276,630
2277,633
2278,634
2279,630
2280,623
2281,613
2282,600
2283,587
2284,572
2285,558
2286,543
2287,531
2288,517
2289,505
2290,496
2291,489
2292,486
2293,483
2294,481
2295,480
2296,481
2297,485
2298,488
2299,495
2300,502
2301,510
2302,517
2303,521
2304,524
2305,524
2306,525
2307,524
2308,524
2309,520
2310,518
2311,513
2312,508
2313,504
2314,503
2315,500
2316,497
2317,495
2318,493
2319,491
2320,490
2321,490
2322,491
2323,490
2324,491
2325,492
2326,493
2327,495
2328,495
2329,496
2330,496
2331,494
2332,493
2333,492
2334,492
2335,489
2336,487
2337,488
2338,489
2339,490
2340,491
2341,492
2342,492
2343,492
2344,494
2345,493
2346,496
2347,497
2348,501
2349,507
2350,516
2351,527
2352,541
2353,556
2354,570
2355,588
2356,604
2357,617
2358,629
2359,635
2360,637
2361,635
2362,630
2363,620
2364,608
2365,595
2366,583
2367,567
2368,551
2369,539
2370,526
2371,515
2372,505
2373,496
2374,489
2375,484
2376,480
2377,480
2378,482
2379,484
2380,487
2381,492
2382,498
2383,504
2384,511
2385,516
2386,521
2387,525
2388,527
2389,528
2390,528
2391,527
2392,524
2393,521
2394,515
2395,509
2396,504
2397,499
2398,496
2399,492
2400,489
2401,487
2402,486
2403,485
2404,482
2405,479
2406,479
2407,479
2408,480
2409,482
2410,485
2411,487
2412,489
2413,491
2414,493
2415,495
2416,496
2417,497
2418,497
2419,496
2420,497
2421,497
2422,498
2423,498
2424,497
2425,495
2426,495
2427,493
2428,492
2429,496
2430,503
2431,514
2432,530
2433,547
2434,565
2435,585
2436,604
2437,622
2438,636
2439,646
2440,651
2441,652
2442,648
2443,641
2444,630
2445,615
2446,601
2447,587
2448,572
2449,559
2450,546
2451,536
2452,526
2453,518
2454,511
2455,503
2456,495
2457,493
2458,493
2459,495
2460,499
2461,501
2462,504
2463,506
2464,511
2465,513
2466,517
2467,519
2468,520
2469,522
2470,523
2471,524
2472,523
2473,520
2474,519
2475,516
2476,513
2477,510
2478,504
2479,503
2480,502
2481,500
2482,501
2483,500
2484,498
2485,496
2486,495
2487,493
2488,489
2489,486
2490,484
2491,482
2492,484
2493,487
2494,490
2495,494
2496,496
2497,496
2498,498
2499,499
2500,500
2501,500
2502,499
2503,495
2504,492
2505,489
2506,486
2507,482
2508,480
2509,477
2510,477
2511,480
2512,484
2513,491
2514,502
2515,518
2516,537
2517,558
2518,582
2519,606
2520,629
2521,648
2522,660
2523,668
2524,670
2525,667
2526,659
2527,647
2528,635
2529,619
2530,604
2531,588
2532,573
2533,557
2534,544
2535,529
2536,518
2537,508
2538,502
2539,498
2540,496
2541,494
2542,495
2543,496
2544,499
2545,504
2546,508
2547,513
2548,519
2549,524
2550,529
2551,534
2552,537
2553,540
2554,540
2555,542
2556,542
2557,540
2558,537
2559,532
2560,527
2561,522
2562,518
2563,514
2564,511
2565,507
2566,502
2567,499
2568,496
2569,494
2570,491
2571,488
2572,486
2573,485
2574,483
2575,482
2576,481
2577,483
2578,483
2579,482
2580,480
2581,480
2582,479
2583,478
2584,478
2585,480
2586,482
2587,483
2588,484
2589,485
2590,486
2591,484
2592,482
2593,480
2594,479
2595,479
2596,478
2597,480
2598,486
2599,495
2600,509
2601,527
2602,545
2603,568
2604,590
2605,612
2606,632
2607,647
2608,657
2609,662
2610,663
2611,657
2612,647
2613,635
2614,617
2615,599
2616,580
2617,563
2618,546
2619,531
2620,519
2621,508
2622,498
2623,488
2624,482
2625,480
2626,478
2627,478
2628,479
2629,481
2630,486
2631,491
2632,497
2633,504
2634,512
2635,520
2636,526
2637,528
2638,529
2639,527
2640,524
2641,521
2642,519
2643,517
2644,514
2645,511
2646,509
2647,505
2648,500
2649,495
2650,491
2651,488
2652,487
2653,484
2654,481
2655,478
2656,476
2657,476
2658,477
2659,478
2660,479
2661,480
2662,481
2663,481
2664,481
2665,480
2666,481
2667,480
2668,479
2669,479
2670,478
2671,478
2672,478
2673,478
2674,479
2675,480
2676,483
2677,486
2678,495
2679,508
2680,526
2681,547
2682,570
2683,592
2684,615
2685,636
2686,654
2687,668
2688,677
2689,681
2690,679
2691,670
2692,658
2693,643
2694,627
2695,608
2696,590
2697,572
2698,553
2699,537
2700,523
2701,511
2702,502
2703,496
2704,491
2705,489
2706,487
2707,486
2708,485
2709,487
2710,487
2711,490
2712,493
2713,498
2714,503
2715,508
2716,511
2717,512
2718,512
2719,512
2720,510
2721,505
2722,502
2723,497
2724,493
2725,487
2726,483
2727,477
2728,472
2729,469
2730,465
2731,463
2732,461
2733,462
2734,463
2735,463
2736,465
2737,465
2738,466
2739,466
2740,470
2741,472
2742,475
2743,475
2744,475
2745,475
2746,475
2747,475
2748,475
2749,474
2750,473
2751,473
2752,472
2753,472
2754,470
2755,468
2756,470
2757,471
2758,474
2759,479
2760,487
2761,496
2762,508
2763,524
2764,543
2765,563
2766,585
2767,608
2768,629
2769,646
2770,658
2771,665
2772,665
2773,663
2774,656
2775,644
2776,629
2777,611
2778,592
2779,574
2780,556
2781,541
2782,527
2783,515
2784,505
2785,495
2786,488
2787,484
2788,480
2789,479
2790,478
2791,479
2792,482
2793,485
2794,489
2795,495
2796,498
2797,503
2798,506
2799,508
2800,510
2801,511
2802,510
2803,509
2804,506
2805,504
2806,502
2807,498
2808,494
2809,491
2810,486
2811,482
2812,479
2813,476
2814,473
2815,470
2816,469
2817,469
2818,467
2819,466
2820,466
2821,467
2822,469
2823,471
2824,472
2825,473
2826,474
2827,474
2828,473
2829,472
2830,470
2831,469
2832,470
2833,470
2834,470
2835,470
2836,470
2837,469
2838,468
2839,468
2840,470
2841,471
2842,472
2843,476
2844,480
2845,486
2846,497
2847,509
2848,525
2849,545
2850,567
2851,586
2852,604
2853,620
2854,633
2855,643
2856,647
2857,645
2858,639
2859,629
2860,615
2861,598
2862,582
2863,565
2864,547
2865,529
2866,513
2867,501
2868,491
2869,483
2870,478
2871,474
2872,471
2873,470
2874,470
2875,471
2876,475
2877,478
2878,483
2879,490
2880,496
2881,504
2882,511
2883,518
2884,524
2885,529
2886,534
2887,535
2888,535
2889,531
2890,528
2891,524
2892,520
2893,516
2894,510
2895,504
2896,498
2897,492
2898,486
2899,481
2900,479
2901,478
2902,476
2903,474
2904,474
2905,474
2906,475
2907,475
2908,477
2909,478
2910,479
2911,480
2912,480
2913,479
2914,479
2915,479
2916,480
2917,481
2918,479
2919,478
2920,478
2921,479
2922,483
2923,492
2924,504
2925,519
2926,538
2927,559
2928,580
2929,598
2930,614
2931,628
2932,637
2933,643
2934,643
2935,639
2936,632
2937,620
2938,606
2939,591
2940,576
2941,562
2942,548
2943,535
2944,522
2945,511
2946,499
2947,489
2948,482
2949,476
2950,474
2951,473
2952,474
2953,477
2954,480
2955,486
2956,492
2957,499
2958,507
2959,511
2960,514
2961,515
2962,515
2963,513
2964,511
2965,510
2966,508
2967,505
2968,502
2969,498
2970,494
2971,490
2972,488
2973,485
2974,484
2975,483
2976,482
2977,482
2978,481
2979,480
2980,480
2981,479
2982,479
2983,479
2984,478
2985,477
2986,475
2987,476
2988,476
2989,475
2990,474
2991,474
2992,473
2993,474
2994,475
2995,475
2996,476
2997,478
